http://zz.zoho.to//i/?T=强哥闭关了
强哥又闭关了,#genre#
新加坡国际,http://168.888.3116598.xyz/api.php?id=94IOeyI3dsMoXFhkoT2w
新加坡国际,http://168.888.3116598.xyz/api.php?id=vaqnX5qdcdwToZq46BXZ
港台电视33,http://168.888.3116598.xyz/api.php?id=llPiuGrU0kr8MqQKYlPC
港台电视33,http://168.888.3116598.xyz/api.php?id=xfGriFiTsYGhM1npSaP1
港台电视34,http://168.888.3116598.xyz/api.php?id=tQv2i5TfQYuj2KR1FD0w
港台电视35,http://168.888.3116598.xyz/api.php?id=yuR3YOZiKPw2HnXfzHWm
澳门莲花卫视,http://168.888.3116598.xyz/api.php?id=vCljOhpyIEdDYQ38WFV7
澳门莲花卫视,http://168.888.3116598.xyz/api.php?id=pv7mdi84dVm1jUQYOtac
香港面包,http://168.888.3116598.xyz/api.php?id=rUpSLstIWVFwmaLjlSLL
好消息电视台1,http://168.888.3116598.xyz/api.php?id=SGJfdPYkbalsLxJL1yZv
好消息电视台2,http://168.888.3116598.xyz/api.php?id=qeqwqEDLaWPmNEFGmJFy
好消息综合1,http://168.888.3116598.xyz/api.php?id=W6FMeSaM7OVowi8cfzU3
美亚C+,http://168.888.3116598.xyz/api.php?id=roIACjk3wkPpXVzthGpt
美亚C+,http://168.888.3116598.xyz/api.php?id=uxQjKwCsxduGzjoX3srX
美亚C+,http://168.888.3116598.xyz/api.php?id=VuLB78Sfy8uaqpQ9Btrb
GOOD卡通,http://168.888.3116598.xyz/api.php?id=uN0ioKo0AIZGJFLS2L5Y
番薯,http://168.888.3116598.xyz/api.php?id=mK4YMX1t6VLqA9TyBJgS
番薯,http://168.888.3116598.xyz/api.php?id=S3nkyegf85OeieGt8JSY
番薯,http://168.888.3116598.xyz/api.php?id=u1nGuVrl13kRxVY1FCml
每经AI,http://168.888.3116598.xyz/api.php?id=DIrXlWY1qFwIqJFyiGoa
翡翠台,http://168.888.3116598.xyz/api.php?id=95fho82HKqXoZb6p3Jb9
翡翠台 backup,http://168.888.3116598.xyz/api.php?id=60Rc6Tx5fyU4teUMFuTK
iNews 新闻台,http://168.888.3116598.xyz/api.php?id=0xD95t6sD1M0hm9tazMg
J 2,http://168.888.3116598.xyz/api.php?id=TOT1I7yclofglqGilW8w
珍珠台,http://168.888.3116598.xyz/api.php?id=87MQs3Af0awAR7sDfKt7
凤凰香港,http://168.888.3116598.xyz/api.php?id=No1gAbyjdgFF5nLl6AI7
HOY资讯台,http://168.888.3116598.xyz/api.php?id=91OE7qshiw0rWIwSUHfy
RHK 31,http://168.888.3116598.xyz/api.php?id=EuFR4ezdJMbykM6Lng0t
VIUTV1,http://168.888.3116598.xyz/api.php?id=PV4BDwyAADACnmuAs9yZ
RHK 32,http://168.888.3116598.xyz/api.php?id=JrqDyrTCZwFUQG9h3G9O
凤凰卫视,http://168.888.3116598.xyz/api.php?id=LdOE0OE5mksZgJuKP2wQ
凤凰资讯,http://168.888.3116598.xyz/api.php?id=1nElhlml0OUQ6GlSDZ2o
Viu6,http://168.888.3116598.xyz/api.php?id=MpAYT9zNZ82rYYvAbWfN
龙华电影,http://168.888.3116598.xyz/api.php?id=5gERpnC7Q36UzRXA326C
TVBPLUS,http://168.888.3116598.xyz/api.php?id=sV3gHFbocXckCpXbKT8K
HOY78,http://168.888.3116598.xyz/api.php?id=dR4BEarlfaiJkl1GwlOy
澳视卫星,http://168.888.3116598.xyz/api.php?id=r4lcAhBwsDmeXzRVVkFl
龙华洋片,http://168.888.3116598.xyz/api.php?id=UHpXFLUSLCuVF2dea0qR
龙华经典,http://168.888.3116598.xyz/api.php?id=t3Bl6jN3MqTraZrsvBba
龙华卡通,http://168.888.3116598.xyz/api.php?id=0wSizJWvanfLCTp39Ev3
龙华偶像,http://168.888.3116598.xyz/api.php?id=68EyQTVUZFzZBIe9Bp74
龙华日韩,http://168.888.3116598.xyz/api.php?id=zTtz6H4cuNhD7cjSGwji
龙华戏剧,http://168.888.3116598.xyz/api.php?id=e32eCNwNo3Actne10ifD
龙华电影,http://168.888.3116598.xyz/api.php?id=fLl461WLgWM6UuQGI3SR
TVBS新闻,http://168.888.3116598.xyz/api.php?id=52y9YuHBEZCWlvL45Evo
三立戏剧,http://168.888.3116598.xyz/api.php?id=i3jM9Kf3bzm5xQMJDDw3
中天娱乐,http://168.888.3116598.xyz/api.php?id=E5ZPUIw2v7jukghu5qhX
纬来精彩,http://168.888.3116598.xyz/api.php?id=qGsBK6FHOmguoOAXpEOn
音乐,http://168.888.3116598.xyz/api.php?id=z7enQpwTPCKNg1AdL044
D-BOX,http://168.888.3116598.xyz/api.php?id=JCihthCsZaL6lgRy3Bea
动物星球1,http://168.888.3116598.xyz/api.php?id=fsxLMx5BzfqN9yAdSIMy
TVB星河,http://168.888.3116598.xyz/api.php?id=74kgRqUimJ2Bb66HlrMB
4K南国都市台,http://168.888.3116598.xyz/api.php?id=70ayXfjoPLxxvPyb3KQc
无线翡翠台,http://168.888.3116598.xyz/api.php?id=xTJPEnJD3x0tT53amRnp
华丽翡翠台,http://168.888.3116598.xyz/api.php?id=a2ovnHouLOucilvyjfc9
无线星河台,http://168.888.3116598.xyz/api.php?id=Zzp8qOQ00ORnrnh77lm7
明珠台,http://168.888.3116598.xyz/api.php?id=PSrqQ3DBJ4VyhXVEIa7p
中天新聞,http://168.888.3116598.xyz/api.php?id=68W2bsM4N5tB4OzTeGp0
翡翠台,http://168.888.3116598.xyz/api.php?id=0ZZWLMFgIF4fs6rbqY0e
翡翠台,http://168.888.3116598.xyz/api.php?id=hlz5PRiHlHcbMHxKr6eK
无线翡翠,http://168.888.3116598.xyz/api.php?id=0iP9Wgnxp9pmIzBtxZGH
无线华丽,http://168.888.3116598.xyz/api.php?id=9cC7RUaSPs4jUGcgfTVu
无线华丽,http://168.888.3116598.xyz/api.php?id=NkPdJTx5bRbyjP6vcWIu
无线新闻,http://168.888.3116598.xyz/api.php?id=uz87WV0gIVekggZD5NzU
华丽翡翠台,http://168.888.3116598.xyz/api.php?id=UyfrqYM2M7YnKZItFiy8
千禧经典台,http://168.888.3116598.xyz/api.php?id=SUXkoxxp4GngKl4N5BTH
千禧经典台,http://168.888.3116598.xyz/api.php?id=jKB0sszrUebSLT8hUGFh
无线星河,http://168.888.3116598.xyz/api.php?id=Z3p2T2yXCfucXN1PuQB0
美亚电影,http://168.888.3116598.xyz/api.php?id=FkoDh9WFp1mWSYTmxMid
重温经典,http://168.888.3116598.xyz/api.php?id=bi1sk4WOe4sIMwqZBTnu
Astr剧集,http://168.888.3116598.xyz/api.php?id=lmXIhiDzSL5UNAvyFLdI
TVB娱乐新闻台,http://168.888.3116598.xyz/api.php?id=YD5CRpKX9FkJp6wYQHty
ViuTV,http://168.888.3116598.xyz/api.php?id=de9CQwXFe0tVSdte91gO
RTHK31,http://168.888.3116598.xyz/api.php?id=ySYLmi71T93jfIl0XmL0
RTHK32,http://168.888.3116598.xyz/api.php?id=3EVdkNWkrXAfVPBlGpZ1
千禧经典台,http://168.888.3116598.xyz/api.php?id=k3jkS0jmtwttlgbJ2Lk5
美亚电影,http://168.888.3116598.xyz/api.php?id=AwHshJK2RlbjgAH7c4gp
凤凰资讯,http://168.888.3116598.xyz/api.php?id=QFGVsTtPIJaurGvOiGR4
凤凰香港,http://168.888.3116598.xyz/api.php?id=UA3FoaFOfdWeXop37dnP
Astr剧集,http://168.888.3116598.xyz/api.php?id=MqYqPcHJxeRxMzyk4cxN
爱奇艺,http://168.888.3116598.xyz/api.php?id=ssBONyTKWlA36e65bw6q
无线新闻,http://168.888.3116598.xyz/api.php?id=elZBmBk5SaroJ2WVUC9N
天映频道,http://168.888.3116598.xyz/api.php?id=qssMUTA6xAPqguGVmqHs
TVB星河,http://168.888.3116598.xyz/api.php?id=q5tqdLOXK8hyp3NdLd6z
AXN,http://168.888.3116598.xyz/api.php?id=Rpca2dazqJUM7UlKmRAI
CINEMAX,http://168.888.3116598.xyz/api.php?id=bcJSGde65enEzhaRcZDY
EYE戲劇,http://168.888.3116598.xyz/api.php?id=I8VLTUElTB5SEi6yv9s5
EYE旅遊,http://168.888.3116598.xyz/api.php?id=6pzXnVPpvv3pit1ir66u
HBO,http://168.888.3116598.xyz/api.php?id=BI5WnM3tlOpvyuOC1RRB
HBO Family,http://168.888.3116598.xyz/api.php?id=Cc5LQx3rXIfhnocCbqUa
好萊塢電影台,http://168.888.3116598.xyz/api.php?id=gFJlqlpVFXJOgfpuE83s
MTV Live,http://168.888.3116598.xyz/api.php?id=xrSgSjypkgTPtRGP7TVG
TLC旅遊生活,http://168.888.3116598.xyz/api.php?id=ftHCrN2Ooe43gC31nToP
東森新聞,http://168.888.3116598.xyz/api.php?id=R1utcMC0cRuKIWlTXlLZ
TVBS HD,http://168.888.3116598.xyz/api.php?id=6sJXpVPKkVe8QthUguJT
TVBS新聞台,http://168.888.3116598.xyz/api.php?id=u2zGAD1B0vG7Z0m6EgIT
TVBS歡樂台,http://168.888.3116598.xyz/api.php?id=1qV7b3mJZOsnCccGXteR
三立台灣台,http://168.888.3116598.xyz/api.php?id=TQWXUZxNsoraiW5e7ZhH
三立戲劇台,http://168.888.3116598.xyz/api.php?id=urVYCDj0HtAegMBG2TeV
三立綜合台,http://168.888.3116598.xyz/api.php?id=wO7rcdAu2y89UPxJvihb
中天亞洲台,http://168.888.3116598.xyz/api.php?id=Xj02t0jDcYxb9wYN8spn
中天娱樂,http://168.888.3116598.xyz/api.php?id=jkXlPXGQGTSXo3ctY1xP
中天新聞,http://168.888.3116598.xyz/api.php?id=bjc1fHRixy25Zv5zjemJ
中天綜合,http://168.888.3116598.xyz/api.php?id=9E4j3QvR0vJQUhw42WKc
亞洲旅遊台,http://168.888.3116598.xyz/api.php?id=PSA47kbga0ljXJ9EKoGr
亞洲美食,http://168.888.3116598.xyz/api.php?id=sdmTC5vbUF1B2o8HVy5P
八大戲劇,http://168.888.3116598.xyz/api.php?id=iplOuPy4MlpmxRHm6nje
八大第一,http://168.888.3116598.xyz/api.php?id=gLUXgiOlGtdnxkwwM0pg
八大綜合,http://168.888.3116598.xyz/api.php?id=237A2JBRJ6TX1F5xqHD1
公視,http://168.888.3116598.xyz/api.php?id=BKkg1bmcGSwTxKaWLFXi
民視,http://168.888.3116598.xyz/api.php?id=Hb8e1XMJR3Z0xi3oomsu
民視第一台,http://168.888.3116598.xyz/api.php?id=T49ZB98KYrpcR9X49tNR
民視台灣台,http://168.888.3116598.xyz/api.php?id=2ejWGexYqqvJadIGaGKa
民視新聞台,http://168.888.3116598.xyz/api.php?id=dmSjM0KrLyIidBsGcdGq
台視,http://168.888.3116598.xyz/api.php?id=ZxWhctdNY8DxxpbwhxOY
台視新聞台,http://168.888.3116598.xyz/api.php?id=4duUDLjDW7iJaLXXf7kt
中視,http://168.888.3116598.xyz/api.php?id=pir250DGtvdHLWYho9ts
中視新聞台,http://168.888.3116598.xyz/api.php?id=6uaRXD6t5AOicauhLAFg
中視經典,http://168.888.3116598.xyz/api.php?id=k9m6bGGIE3G2PyGu3SuI
華視,http://168.888.3116598.xyz/api.php?id=NDfhDgjMdsLZIqY9lpys
華藝綜合,http://168.888.3116598.xyz/api.php?id=GyDGuiWOghU7GASOL2yE
大愛一台,http://168.888.3116598.xyz/api.php?id=Dc2BBlCdd5NZuTrfLDEn
寰宇新聞台,http://168.888.3116598.xyz/api.php?id=P4F1itXjb58qxyVEl6Xs
寰宇財經台,http://168.888.3116598.xyz/api.php?id=HHtv3pEVPjAP1GK7ZXD2
年代新聞台,http://168.888.3116598.xyz/api.php?id=eAAbBNlpsNZxKRjcp8jf
愛爾達影劇,http://168.888.3116598.xyz/api.php?id=dGU8fRcQxEOIcpg860sM
愛爾達體育 1,http://168.888.3116598.xyz/api.php?id=Uo8VMyIh03Cd3zjklAdN
愛爾達體育 2,http://168.888.3116598.xyz/api.php?id=nzZ4rbsZTht3eZ1yg38F
愛爾達體育 3,http://168.888.3116598.xyz/api.php?id=A6hSUy7ZqlKEGsKMQsD7
ELEVEN 1,http://168.888.3116598.xyz/api.php?id=rzcIghimvYqUGuuxEqhn
博斯網球,http://168.888.3116598.xyz/api.php?id=UyAWTFdh8BvG9DQs2ie2
博斯運動1,http://168.888.3116598.xyz/api.php?id=XI8Y0TDFfgEIFyVvUaBQ
博斯運動2,http://168.888.3116598.xyz/api.php?id=vlFpGcKKpc8nElxg5RBD
博斯高球1,http://168.888.3116598.xyz/api.php?id=RBGir7P9AxN9CT1f4ISc
博斯高球2,http://168.888.3116598.xyz/api.php?id=MNOgeaNIWUVhJqVV2MZw
探索亞洲,http://168.888.3116598.xyz/api.php?id=AF27QpwSx2g6VeRzOsWP
探索動力,http://168.888.3116598.xyz/api.php?id=0Ny6wntKY8KNwXypDsJd
國家地理,http://168.888.3116598.xyz/api.php?id=0R9q9a52sDljKl1rEa43
野生動物,http://168.888.3116598.xyz/api.php?id=IOhxmUxvMcRNUf48i2gm
動物星球,http://168.888.3116598.xyz/api.php?id=ChT2nfXYPPPqeGlAD34S
時尚,http://168.888.3116598.xyz/api.php?id=sKfSs19h4fiAvPWt14X1
Discovery Asia,http://168.888.3116598.xyz/api.php?id=UkM1cOslzBhxLHhQ0iYm
Discovery HD,http://168.888.3116598.xyz/api.php?id=R7ShVuOuVsGF1elqZ3Wk
東森戲劇,http://168.888.3116598.xyz/api.php?id=X7BcF0C2xl59oHmDKBtN
東森洋片,http://168.888.3116598.xyz/api.php?id=SurEz3oRgxusKsCmmvR6
東森綜合,http://168.888.3116598.xyz/api.php?id=VtcB7JwlXT4oUIv0IHjp
東森財經新聞,http://168.888.3116598.xyz/api.php?id=fhY37Tmlc1rDIe3Ab0ta
東森電影,http://168.888.3116598.xyz/api.php?id=ROuAQG9wG8bXDmdinXdD
緯來日本台,http://168.888.3116598.xyz/api.php?id=yy7y0Of5aCusCOtGrdTR
緯來體育台,http://168.888.3116598.xyz/api.php?id=phqoxDH5ejN6fs51Gcbg
美亞電影,http://168.888.3116598.xyz/api.php?id=dwTucHuc6Rl4vKFYMd1v
BBC World News,http://168.888.3116598.xyz/api.php?id=3Ny8doJFQzJLYKviWwU1
Bloomberg News,http://168.888.3116598.xyz/api.php?id=hUfhAA97ryHhy8vonJ1Q
Fox News,http://168.888.3116598.xyz/api.php?id=Qt0fd54eGtwUV9f3HKN8
阿里郎,http://168.888.3116598.xyz/api.php?id=hfRZ0JHJ8ICK64sDkDUh
CN卡通,http://168.888.3116598.xyz/api.php?id=xiiPqJYs56LdA5ZyQlai
靖天卡通台,http://168.888.3116598.xyz/api.php?id=4OU3i2tCuSMeyzOGfPh4
靖天國際台,http://168.888.3116598.xyz/api.php?id=D0ctHXFbMlxkysPlwzOz
非凡新聞台,http://168.888.3116598.xyz/api.php?id=Id83uf9yX3MKk4cfC073
龍祥時代,http://168.888.3116598.xyz/api.php?id=GowlWDkm3jinFP8RbmgJ
龍華偶像,http://168.888.3116598.xyz/api.php?id=BFoIr7ASQw2RnIQpCx7G
龍華戲劇,http://168.888.3116598.xyz/api.php?id=FAMN7R6RMWrHxVDB2pXp
龍華洋片,http://168.888.3116598.xyz/api.php?id=RBWlYwTC7aEHbJbQc08l
龍華經典,http://168.888.3116598.xyz/api.php?id=0kK06hOZ3lXJ7kLomRdX
龍華電影,http://168.888.3116598.xyz/api.php?id=X4nX7qVKPntNbmd3UasZ
