https://15280.kstore.space/%E5%A5%A5%E5%8F%B0.txt

凡人❤️公告,#genre#
八大精彩频限,http://t.061899.xyz/tl/js/api.php?id=bdjct
八大娱乐频限,http://t.061899.xyz/tl/js/api.php?id=bdylt
龙祥时代频限,http://t.061899.xyz/tl/js/api.php?id=lxsd
龙华电影频限,http://t.061899.xyz/tl/js/api.php?id=lhdy
龙华偶像频限,http://t.061899.xyz/tl/js/api.php?id=lhox
龙华戏剧频限,http://t.061899.xyz/tl/js/api.php?id=lhxj
龙华日韩频限,http://t.061899.xyz/tl/js/api.php?id=lhrh
龙华影剧频限,http://t.061899.xyz/tl/js/api.php?id=lhyj
龙华洋片频限,http://t.061899.xyz/tl/js/api.php?id=lhyp
龙华卡通频限,http://t.061899.xyz/tl/js/api.php?id=lhkt
龙华经典频限,http://t.061899.xyz/tl/js/api.php?id=lhjd
纬来精彩频限,http://t.061899.xyz/tl/js/api.php?id=wljc
东森幼幼频限,http://t.061899.xyz/tl/js/api.php?id=dsyy
MO_亲子频限,http://t.061899.xyz/tl/js/api.php?id=momoqzt
MO_综合频限,http://t.061899.xyz/tl/js/api.php?id=momozht
闽南戏剧频限,http://t.061899.xyz/tl/js/api.php?id=twxj
壹电影综频限,http://t.061899.xyz/tl/js/api.php?id=ydy
tvbs精采频限,http://t.061899.xyz/tl/js/api.php?id=tvbsjct
tvbs欢乐频限,http://t.061899.xyz/tl/js/api.php?id=tvbshlt
靖天综合频限,http://t.061899.xyz/tl/js/api.php?id=jtzht
靖天电影频限,http://t.061899.xyz/tl/js/api.php?id=jtdyt
靖天资讯频限,http://t.061899.xyz/tl/js/api.php?id=jtzxt
靖天戏剧频限,http://t.061899.xyz/tl/js/api.php?id=jtxjt
靖洋戏剧频限,http://t.061899.xyz/tl/js/api.php?id=jyxjt
靖天卡通频限,http://t.061899.xyz/tl/js/api.php?id=jtktt
靖洋卡通频限,http://t.061899.xyz/tl/js/api.php?id=jyktt
靖天国际频限,http://t.061899.xyz/tl/js/api.php?id=jtgjt
靖天育乐频限,http://t.061899.xyz/tl/js/api.php?id=jtylt
靖天映画频限,http://t.061899.xyz/tl/js/api.php?id=jtyht
靖天欢乐频限,http://t.061899.xyz/tl/js/api.php?id=jthlt
华艺综合频限,http://t.061899.xyz/tl/js/api.php?id=mbchyzht
LUXE_TV频限,http://t.061899.xyz/tl/js/api.php?id=luxetv
亚洲旅游频限,http://t.061899.xyz/tl/js/api.php?id=yzlyt
闽南'Plus频限,http://t.061899.xyz/tl/js/api.php?id=plustw
EYE-旅游频限,http://t.061899.xyz/tl/js/api.php?id=eyetvly
EYE-戏剧频限,http://t.061899.xyz/tl/js/api.php?id=eyetvxj
ELta日韩频限,http://t.061899.xyz/tl/js/api.php?id=eltarh
ELta影剧频限,http://t.061899.xyz/tl/js/api.php?id=eltayj
ELta综合频限,http://t.061899.xyz/tl/js/api.php?id=eltazh
ELta娱乐频限,http://t.061899.xyz/tl/js/api.php?id=eltayl
ELta生活频限,http://t.061899.xyz/tl/js/api.php?id=eltashly
博斯无限频限,http://t.061899.xyz/tl/js/api.php?id=bswx
博斯魅力频限,http://t.061899.xyz/tl/js/api.php?id=bsml
智林体育频限,http://t.061899.xyz/tl/js/api.php?id=zltyt
TRAcesp频限,http://t.061899.xyz/tl/js/api.php?id=tracesportstars
AXN电影频限,http://t.061899.xyz/tl/js/api.php?id=axnpd
华纳电影频限,http://t.061899.xyz/tl/js/api.php?id=hndy
Amc电影频限,http://t.061899.xyz/tl/js/api.php?id=amczady
CINemax频限,http://t.061899.xyz/tl/js/api.php?id=cinemax
HBO高清频限,http://t.061899.xyz/tl/js/api.php?id=hbohd
astroaod粤限,http://t.061899.xyz/tl/js/api.php?id=astroaod
astroaod国限,http://t.061899.xyz/tl/js/api.php?id=astroaod1
astr-欢喜频限,http://t.061899.xyz/tl/js/api.php?id=astrohxt
中旺电视频限,http://t.061899.xyz/tl/js/api.php?id=zwds
Fashionb频限,http://t.061899.xyz/tl/js/api.php?id=fashionbox
TVN韩综频限,http://t.061899.xyz/tl/js/api.php?id=tVN
TVN综韩频限,http://t.061899.xyz/tl/js/api.php?id=tvn
KIX_韩综频限,http://t.061899.xyz/tl/js/api.php?id=kix
rock娱乐频限,http://t.061899.xyz/tl/js/api.php?id=rockcjyl
rock综艺频限,http://t.061899.xyz/tl/js/api.php?id=rockzyyl
AXN电影频限,http://t.061899.xyz/tl/js/api.php?id=axn
ANIMAX-频限,http://t.061899.xyz/tl/js/api.php?id=animax
thrill电影频限,http://t.061899.xyz/tl/js/api.php?id=Thrill
ZooMoo-频限,http://t.061899.xyz/tl/js/api.php?id=zoomoo
Nickelod'频限,http://t.061899.xyz/tl/js/api.php?id=nickelodeon
Nick儿童频限,http://t.061899.xyz/tl/js/api.php?id=nickjretpd
Dream'W频限,http://t.061899.xyz/tl/js/api.php?id=dreamworks
NBA_TV-频限,http://t.061899.xyz/tl/js/api.php?id=nbatv

❤️新港澳台3,#genre#

Plus综合频效,http://iptv.4666888.xyz/iptv.php?id=20072
pₒₚc电影频效,http://iptv.4666888.xyz/iptv.php?id=20118
CM+电影频效,http://iptv.4666888.xyz/iptv.php?id=20278
Now爆谷频效,http://iptv.4666888.xyz/iptv.php?id=20087
Now星影频效,http://iptv.4666888.xyz/iptv.php?id=20086
中天新闻频效,http://iptv.4666888.xyz/iptv.php?id=20173
中天新闻加效,http://iptv.4666888.xyz/iptv.php?id=20181
有线新闻频效,http://iptv.4666888.xyz/iptv.php?id=20079
无线新闻频效,http://iptv.4666888.xyz/iptv.php?id=20069
Now新闻频效,http://iptv.4666888.xyz/iptv.php?id=20082
凤凰中文频效,http://iptv.4666888.xyz/iptv.php?id=20063
凤凰资讯频效,http://iptv.4666888.xyz/iptv.php?id=20064
凤凰香港频效,http://iptv.4666888.xyz/iptv.php?id=20065
无线翡翠频效,http://iptv.4666888.xyz/iptv.php?id=20066
无线翡翠新坡,http://iptv.4666888.xyz/iptv.php?id=20067
无线翡翠马来,http://iptv.4666888.xyz/iptv.php?id=20068
无线明珠频效,http://iptv.4666888.xyz/iptv.php?id=20071
无线娱乐频效,http://iptv.4666888.xyz/iptv.php?id=20073
无线生活频效,http://iptv.4666888.xyz/iptv.php?id=20074
无线星河国效,http://iptv.4666888.xyz/iptv.php?id=20102
无线星河粤效,http://iptv.4666888.xyz/iptv.php?id=20101
无线功夫国效,http://iptv.4666888.xyz/iptv.php?id=20104
无线功夫粤效,http://iptv.4666888.xyz/iptv.php?id=20103
无线翡剧频效,http://iptv.4666888.xyz/iptv.php?id=20099
无线明剧频效,http://iptv.4666888.xyz/iptv.php?id=20098
无线_1美频效,http://iptv.4666888.xyz/iptv.php?id=20095
无线J1美频效,http://iptv.4666888.xyz/iptv.php?id=20096
无线_E美频效,http://iptv.4666888.xyz/iptv.php?id=20097
无线新闻美效,http://iptv.4666888.xyz/iptv.php?id=20070
无线千禧频效,http://iptv.4666888.xyz/iptv.php?id=20105
无线经典频效,http://iptv.4666888.xyz/iptv.php?id=20107
无线综合频效,http://iptv.4666888.xyz/iptv.php?id=20111
无线亚剧频效,http://iptv.4666888.xyz/iptv.php?id=20109
无线戏曲频效,http://iptv.4666888.xyz/iptv.php?id=20113
无线粤片频效,http://iptv.4666888.xyz/iptv.php?id=20112
无线少儿频效,http://iptv.4666888.xyz/iptv.php?id=20110
无线奖门人效,http://iptv.4666888.xyz/iptv.php?id=20138
无线-EYT频效,http://iptv.4666888.xyz/iptv.php?id=20133
无线识食频效,http://iptv.4666888.xyz/iptv.php?id=20141
无线识叹频效,http://iptv.4666888.xyz/iptv.php?id=20140
无线金曲频效,http://iptv.4666888.xyz/iptv.php?id=20142
无线音乐频效,http://iptv.4666888.xyz/iptv.php?id=20134
无线剧场频效,http://iptv.4666888.xyz/iptv.php?id=20136
无线煲剧频效,http://iptv.4666888.xyz/iptv.php?id=20137
无线话当年效,http://iptv.4666888.xyz/iptv.php?id=20139
无线体育频效,http://iptv.4666888.xyz/iptv.php?id=20135
有线综合频效,http://iptv.4666888.xyz/iptv.php?id=20078
有线赛讯频效,http://iptv.4666888.xyz/iptv.php?id=20077
有线赛马频效,http://iptv.4666888.xyz/iptv.php?id=20124
无线赛马频效,http://iptv.4666888.xyz/iptv.php?id=20125
28aI赛马频效,http://iptv.4666888.xyz/iptv.php?id=20126
黄金翡翠频效,http://iptv.4666888.xyz/iptv.php?id=20106
黄金华剧频效,http://iptv.4666888.xyz/iptv.php?id=20100
Now剧集频效,http://iptv.4666888.xyz/iptv.php?id=20091
Now紫金频效,http://iptv.4666888.xyz/iptv.php?id=20090
Now财经频效,http://iptv.4666888.xyz/iptv.php?id=20085
VIUTV-粤频效,http://iptv.4666888.xyz/iptv.php?id=20075
VIUTV-英频效,http://iptv.4666888.xyz/iptv.php?id=20076
RTHK-31频效,http://iptv.4666888.xyz/iptv.php?id=20080
RTHK-32频效,http://iptv.4666888.xyz/iptv.php?id=20081
HUB娱家频效,http://iptv.4666888.xyz/iptv.php?id=20287
HUB都会频效,http://iptv.4666888.xyz/iptv.php?id=20288
新加乐酷频效,http://iptv.4666888.xyz/iptv.php?id=20281
新加_E乐频效,http://iptv.4666888.xyz/iptv.php?id=20282
新加佳乐频效,http://iptv.4666888.xyz/iptv.php?id=20289
新加CHu频效,http://iptv.4666888.xyz/iptv.php?id=20284
新加CH5频效,http://iptv.4666888.xyz/iptv.php?id=20285
新加CH8频效,http://iptv.4666888.xyz/iptv.php?id=20286
天映经典国效,http://iptv.4666888.xyz/iptv.php?id=20115
天映经典粤效,http://iptv.4666888.xyz/iptv.php?id=20114
天映频道国效,http://iptv.4666888.xyz/iptv.php?id=20116
天映频道粤效,http://iptv.4666888.xyz/iptv.php?id=20117
星光综合频效,http://iptv.4666888.xyz/iptv.php?id=20121
重温经典频效,http://iptv.4666888.xyz/iptv.php?id=20122
澳门莲花频效,http://iptv.4666888.xyz/iptv.php?id=20130
澳门资讯频效,http://iptv.4666888.xyz/iptv.php?id=20129
澳门Macau效,http://iptv.4666888.xyz/iptv.php?id=20128
澳视澳门频效,http://iptv.4666888.xyz/iptv.php?id=20127
澳门体育频效,http://iptv.4666888.xyz/iptv.php?id=20131
澳门综合频效,http://iptv.4666888.xyz/iptv.php?id=20131

港台🍋测试,#genre#


TVBS亚洲[1920x1080],http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS新闻[1920x1080],http://api.mytv666.top/api/hk.php?id=6366366232313066623564653734326233383533656239343137313864626639267469643d77696e74763132332669643d3532
TVBS新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=6437303339323237356232633666346535353937623264636361613238353236267469643d74762669643d3633
TVBS新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=6366366232313066623564653734326233383533656239343137313864626639267469643d77696e74763132332669643d3532
TVB无线新闻台[1920x1080],http://php.jdshipin.com/smt.php?id=inews_twn
TVB无线新闻台[1920x1080],https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
TVB无线新闻台[1920x1080],http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
TVB无线新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=3437643561316430306564303532666566613235653961373961303464386662267469643d74762669643d3235
TVB无线新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=6264343831353330323337393639393931616235303439316135313462356130267469643d77696e74763132332669643d3136
TVB明珠台[1920x1080],http://8.138.7.223/tv/gdmzyd.php?id=3
TVB明珠台[1920x1080],http://o12.1678520.xyz/hls/mzt/playlist.m3u8
TVB明珠台[1920x1080],http://api.mytv666.top/api/hk.php?id=3234333631636531363838373231366566333832376434366264306332626165267469643d74762669643d3237
TVB明珠台[1920x1080],http://api.mytv666.top/api/hk.php?id=3433306230326632313132313965323231616462303239343762396634316466267469643d77696e74763132332669643d3232
TVB明珠台[1920x1080],http://s1.an94tv.cfd/aktv/CH-2/AKTV.m3u8
TVB星河频道[1920x1080],http://8.138.7.223/tv/gdmzyd.php?id=2
TVB翡翠台[1920x1080],http://api.mytv666.top/api/hk.php?id=6133373062306330636436323766386638333930633734343164306361626637267469643d74762669643d3234
TVB翡翠台[1920x1080],http://api.mytv666.top/api/hk.php?id=3262653732393564383135306138663636396562333131366461316635356432267469643d77696e74763132332669643d3230
tvN[1920x1080],http://s1.an94tv.cfd/aktv/tvn/AKTV.m3u8
unifiSorts1[1920x1080],http://s1.an94tv.cfd/astro/unifisports1/AKTV.m3u8
VIUTV[1920x1080],http://php.jdshipin.com:8880/iptv.php?id=viutv
Viutv[1920x1080],http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
YG未来[1920x1080],http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
三立LIVE[1920x1080],http://s1.an94tv.cfd/zhongtian/live/AKTV.m3u8
东森新闻[1920x1080],http://s1.an94tv.cfd/zhongtian/CH-1/AKTV.m3u8
东森新闻[1920x1080],http://api.mytv666.top/api/hk.php?id=3034663439313837653865616166346561376139613235333434396531666564267469643d74762669643d3530
东森新闻[1920x1080],http://s1.an94tv.cfd/zhongtian/CH-1/AKTV.m3u8
东森新闻AKtv[1920x1080],http://s1.an94tv.cfd/zhongtian/CH-1/AKTV.m3u8
东森新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=3034663439313837653865616166346561376139613235333434396531666564267469643d74762669643d3530
东森新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=6666323035643663343766316231356134636232653135646535333232336166267469643d77696e74763132332669643d3434
东森新闻台[1920x1080],http://api.mytv666.top/api/hk.php?id=6666323035643663343766316231356134636232653135646535333232336166267469643d77696e74763132332669643d3434
东森超视[1920x1080],http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森超视[1920x1080],http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森超视[1920x1080],http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
