央视,#genre#
CCTV12,https://fjcm.iptv.darwinchow.com/channel/cctv12?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV13,https://fjcm.iptv.darwinchow.com/channel/cctv13?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV14,https://fjcm.iptv.darwinchow.com/channel/cctv14?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV15,https://fjcm.iptv.darwinchow.com/channel/cctv15?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV16,https://fjcm.iptv.darwinchow.com/channel/cctv16?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV16 4K,https://fjcm.iptv.darwinchow.com/channel/cctv164k?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV17,https://fjcm.iptv.darwinchow.com/channel/cctv17?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CCTV4K,https://fjcm.iptv.darwinchow.com/channel/cctv4k?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CGTN,https://fjcm.iptv.darwinchow.com/channel/cgtnsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CGTN法语,https://fjcm.iptv.darwinchow.com/channel/cgtnfrenchsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CGTN俄语,https://fjcm.iptv.darwinchow.com/channel/cgtnrussiansd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CGTN西语,https://fjcm.iptv.darwinchow.com/channel/cgtnspanishsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CGTN阿语,https://fjcm.iptv.darwinchow.com/channel/cgtnarabicsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
CGTN纪录,https://fjcm.iptv.darwinchow.com/channel/cgtndocumentarysd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
中国教育1台,https://fjcm.iptv.darwinchow.com/channel/cetv1?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
中国教育2台,https://fjcm.iptv.darwinchow.com/channel/cetv2sd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

卫视,#genre#
安徽卫视,https://fjcm.iptv.darwinchow.com/channel/anhuiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
北京卫视,https://fjcm.iptv.darwinchow.com/channel/beijingweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
北京卫视4K,https://fjcm.iptv.darwinchow.com/channel/beijingweishi4k?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
兵团卫视,https://fjcm.iptv.darwinchow.com/channel/bingtuanweishisd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
重庆卫视,https://fjcm.iptv.darwinchow.com/channel/chongqingweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
东方卫视,https://fjcm.iptv.darwinchow.com/channel/dongfangweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
东南卫视,https://fjcm.iptv.darwinchow.com/channel/dongnanweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
甘肃卫视,https://fjcm.iptv.darwinchow.com/channel/gansuweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
广东卫视,https://fjcm.iptv.darwinchow.com/channel/guangdongweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
广东卫视4K,https://fjcm.iptv.darwinchow.com/channel/guangdongweishi4k?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
广西卫视,https://fjcm.iptv.darwinchow.com/channel/guangxiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
贵州卫视,https://fjcm.iptv.darwinchow.com/channel/guizhouweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
海南卫视,https://fjcm.iptv.darwinchow.com/channel/hainanweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
海峡卫视,https://fjcm.iptv.darwinchow.com/channel/haixiaweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
河北卫视,https://fjcm.iptv.darwinchow.com/channel/hebeiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
河南卫视,https://fjcm.iptv.darwinchow.com/channel/henanweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
黑龙江卫视,https://fjcm.iptv.darwinchow.com/channel/heilongjiangweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
湖北卫视,https://fjcm.iptv.darwinchow.com/channel/hubeiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
湖南卫视,https://fjcm.iptv.darwinchow.com/channel/hunanweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
吉林卫视,https://fjcm.iptv.darwinchow.com/channel/jilinweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
江苏卫视,https://fjcm.iptv.darwinchow.com/channel/jiangsuweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
江西卫视,https://fjcm.iptv.darwinchow.com/channel/jiangxiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
康巴卫视,https://fjcm.iptv.darwinchow.com/channel/kangbaweishisd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
辽宁卫视,https://fjcm.iptv.darwinchow.com/channel/liaoningweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
内蒙古卫视,https://fjcm.iptv.darwinchow.com/channel/neimengguweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
宁夏卫视,https://fjcm.iptv.darwinchow.com/channel/ningxiaweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
青海卫视,https://fjcm.iptv.darwinchow.com/channel/qinghaiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
三沙卫视,https://fjcm.iptv.darwinchow.com/channel/sanshaweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
厦门卫视,https://fjcm.iptv.darwinchow.com/channel/xiamenweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
山东教育卫视,https://fjcm.iptv.darwinchow.com/channel/shandongjiaoyusd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
山东卫视,https://fjcm.iptv.darwinchow.com/channel/shandongweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
山西卫视,https://fjcm.iptv.darwinchow.com/channel/shanxiweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
陕西卫视,https://fjcm.iptv.darwinchow.com/channel/shaanxiweishisd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
深圳卫视,https://fjcm.iptv.darwinchow.com/channel/shenzhenweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
深圳卫视4K,https://fjcm.iptv.darwinchow.com/channel/shenzhenweishi4k?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
四川卫视,https://fjcm.iptv.darwinchow.com/channel/sichuanweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
天津卫视,https://fjcm.iptv.darwinchow.com/channel/tianjinweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
西藏卫视,https://fjcm.iptv.darwinchow.com/channel/xizangweishisd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
新疆卫视,https://fjcm.iptv.darwinchow.com/channel/xinjiangweishisd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
云南卫视,https://fjcm.iptv.darwinchow.com/channel/yunnanweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
浙江卫视,https://fjcm.iptv.darwinchow.com/channel/zhejiangweishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

福建,#genre#
福建综合,https://fjcm.iptv.darwinchow.com/channel/fujianzonghe?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
福建新闻,https://fjcm.iptv.darwinchow.com/channel/fujianxinwen?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
福建文体,https://fjcm.iptv.darwinchow.com/channel/fujianwenti?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
福建电视剧,https://fjcm.iptv.darwinchow.com/channel/fujiandianshiju?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
福建旅游,https://fjcm.iptv.darwinchow.com/channel/fujianlvyou?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
厦门1,https://fjcm.iptv.darwinchow.com/channel/xiamen1?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
厦门2,https://fjcm.iptv.darwinchow.com/channel/xiamen2?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
厦门3,https://fjcm.iptv.darwinchow.com/channel/xiamen3?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

NewTV,#genre#
哒啵电竞,https://fjcm.iptv.darwinchow.com/channel/newtvdabodianjing?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
哒啵赛事,https://fjcm.iptv.darwinchow.com/channel/newtvdabosaishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
爱情喜剧,https://fjcm.iptv.darwinchow.com/channel/newtvaiqingxiju?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
潮妈辣婆,https://fjcm.iptv.darwinchow.com/channel/newtvchaomalapo?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
动作电影,https://fjcm.iptv.darwinchow.com/channel/newtvdongzuodianying?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
古装剧场,https://fjcm.iptv.darwinchow.com/channel/newtvguzhuangjuchang?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
家庭剧场,https://fjcm.iptv.darwinchow.com/channel/newtvjiatingjuchang?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
金牌综艺,https://fjcm.iptv.darwinchow.com/channel/newtvjinpaizongyi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
惊悚悬疑,https://fjcm.iptv.darwinchow.com/channel/newtvjingsongxuanyi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
精彩轮播,https://fjcm.iptv.darwinchow.com/channel/newtvjingcailunbo?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
精品大剧,https://fjcm.iptv.darwinchow.com/channel/newtvjingpindaju?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
精品纪录,https://fjcm.iptv.darwinchow.com/channel/newtvjingpinjilu?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
精品萌宠,https://fjcm.iptv.darwinchow.com/channel/newtvjingpinmengchong?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
精品体育,https://fjcm.iptv.darwinchow.com/channel/newtvjingpintiyu?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
军旅剧场,https://fjcm.iptv.darwinchow.com/channel/newtvjunlvjuchang?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
军事评论,https://fjcm.iptv.darwinchow.com/channel/newtvjunshipinglun?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
热播精选,https://fjcm.iptv.darwinchow.com/channel/newtvrebojingxuan?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
炫舞未来,https://fjcm.iptv.darwinchow.com/channel/newtvxuanwuweilai?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
怡伴健康,https://fjcm.iptv.darwinchow.com/channel/newtvyibanjiankang?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
中国功夫,https://fjcm.iptv.darwinchow.com/channel/newtvzhongguogongfu?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

数字,#genre#
纯享4K,https://fjcm.iptv.darwinchow.com/channel/chunxiang4k?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
哈哈炫动,https://fjcm.iptv.darwinchow.com/channel/hahaxuandongsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
黑莓电影,https://fjcm.iptv.darwinchow.com/channel/heimeidianying?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
黑莓动画,https://fjcm.iptv.darwinchow.com/channel/heimeidonghua?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
环球奇观,https://fjcm.iptv.darwinchow.com/channel/huanqiuqiguan?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
嘉佳卡通,https://fjcm.iptv.darwinchow.com/channel/jiajiakatongsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
睛彩竞技,https://fjcm.iptv.darwinchow.com/channel/jingcaijingji?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
睛彩篮球,https://fjcm.iptv.darwinchow.com/channel/jingcailanqiu?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
睛彩青少,https://fjcm.iptv.darwinchow.com/channel/jingcaiqingshao?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
生态环境,https://fjcm.iptv.darwinchow.com/channel/eetv?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
天下足球,https://fjcm.iptv.darwinchow.com/channel/tianxiazuqiu?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
新动漫,https://fjcm.iptv.darwinchow.com/channel/xindongman?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
优漫卡通,https://fjcm.iptv.darwinchow.com/channel/youmankatongsd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
优优宝贝,https://fjcm.iptv.darwinchow.com/channel/youyoubaobei?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
中国天气,https://fjcm.iptv.darwinchow.com/channel/zhongguotianqi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
中华特产,https://fjcm.iptv.darwinchow.com/channel/zhonghuatechan?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

北京,#genre#
卡酷少儿,https://fjcm.iptv.darwinchow.com/channel/kakushaoersd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
纪实科教,https://fjcm.iptv.darwinchow.com/channel/jishikejiao?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

湖南,#genre#
金鹰纪实,https://fjcm.iptv.darwinchow.com/channel/jinyingjishi?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
先锋乒羽,https://fjcm.iptv.darwinchow.com/channel/xianfengpingyusd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
快乐垂钓,https://fjcm.iptv.darwinchow.com/channel/kuailechuijiao?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86
茶频道,https://fjcm.iptv.darwinchow.com/channel/chapindaosd?livekey=01WXj3JxY8HbezjYweOksOnRoBL16Nt0QZmBk&userkey=fcafdfb739764c86

