提示,#genre#
中国|CCTV-3 综艺 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=g4h5kj&tk=cl177bPI6scY
中国|CCTV-4 中文国际,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W3nBsB&tk=cl177bPI6scY
中国|CCTV4 新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nX3P43&tk=cl177bPI6scY
中国|CCTV-7 军事农业,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=saKyWe&tk=cl177bPI6scY
中国|CCTV-8 电视剧 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aKEQdC&tk=cl177bPI6scY
中国|CCTV-9 记录 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=svQQNF&tk=cl177bPI6scY
中国|CCTV-10 科教 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fpfack&tk=cl177bPI6scY
中国|CCTV-11 戏曲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F57G62&tk=cl177bPI6scY
中国|CCTV-12 社会与法,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OsLuEV&tk=cl177bPI6scY
中国|CCTV-13 新闻频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2yxEcO&tk=cl177bPI6scY
中国|CCTV-14 少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=b04Z9A&tk=cl177bPI6scY
中国|CCTV-6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=V1kUEw&tk=cl177bPI6scY
中国|CCTV-15 音乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UZ3gox&tk=cl177bPI6scY
中国|湖南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=z7wYli&tk=cl177bPI6scY
中国|浙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yHSNLH&tk=cl177bPI6scY
中国|江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UtTNe0&tk=cl177bPI6scY
中国|深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nCf3ww&tk=cl177bPI6scY
中国|福建东南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CALxcR&tk=cl177bPI6scY
中国|广东南方卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IF203j&tk=cl177bPI6scY
中国|广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rQexqL&tk=cl177bPI6scY
中国|北京卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zKDpaC&tk=cl177bPI6scY
中国|珠江台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CYr5Qg&tk=cl177bPI6scY
中国|广西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LqVf4t&tk=cl177bPI6scY
中国|湖北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QVTx3D&tk=cl177bPI6scY
中国|四川卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xAxKpV&tk=cl177bPI6scY
中国|东方卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yTviQN&tk=cl177bPI6scY
中国|CGTN,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vUtdRF&tk=cl177bPI6scY
中国|凤凰卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cwbyJj&tk=cl177bPI6scY
中国|凤凰资讯,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GyiICM&tk=cl177bPI6scY
中国|CCTV-5 体育频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IxlMC4&tk=cl177bPI6scY
中国|CCTV-5+ 体育赛事 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lfMk6U&tk=cl177bPI6scY
体育,#genre#
体育频道|Astro Premier League 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SCNZqG&tk=cl177bPI6scY
体育频道|Astro EPL 1 backup,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zZ0uS2&tk=cl177bPI6scY
体育频道|Astro Premier League 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QDURVe&tk=cl177bPI6scY
体育频道|Astro Grandstand,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=i5rWcp&tk=cl177bPI6scY
体育频道|Astro Football,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1WCpAT&tk=cl177bPI6scY
体育频道|Astro Sports Plus,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XISbka&tk=cl177bPI6scY
体育频道|Astro Badminton 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7JcEd0&tk=cl177bPI6scY
体育频道|Astro Badminton 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5QypmI&tk=cl177bPI6scY
体育频道|Astro W-Sports,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GzDWrI&tk=cl177bPI6scY
体育频道|Supersports 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HhXYoy&tk=cl177bPI6scY
体育频道|Supersports 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0UQsWq&tk=cl177bPI6scY
体育频道|Supersports 3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XpXc0V&tk=cl177bPI6scY
体育频道|Supersports 4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SCSgfk&tk=cl177bPI6scY
体育频道|WWE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1O5vfP&tk=cl177bPI6scY
体育频道|Fight Sports,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pgZgdT&tk=cl177bPI6scY
体育频道|NBA TV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Xq47W3&tk=cl177bPI6scY
体育频道|Astro Cricket,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EnxFQu&tk=cl177bPI6scY
体育频道|Astro Golf,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mL4sCh&tk=cl177bPI6scY
体育频道|Tnt Sports 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=26JXW5&tk=cl177bPI6scY
体育频道|TNT Sports 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7HErYe&tk=cl177bPI6scY
体育频道|TNT Sports 3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=76ah4y&tk=cl177bPI6scY
体育频道|TNT Sports 4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RRbDs8&tk=cl177bPI6scY
体育频道|Sony Ten 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4SG8vB&tk=cl177bPI6scY
体育频道|Sony Ten 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zkVlhy&tk=cl177bPI6scY
体育频道|Sony Ten 3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lNGc21&tk=cl177bPI6scY
体育频道|SPOTV 1 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BJ2sjb&tk=cl177bPI6scY
体育频道|SPO TV 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iW0M2C&tk=cl177bPI6scY
体育频道|Skysports F1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=enWVWn&tk=cl177bPI6scY
体育频道|Skysports Cricket,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ceQTTX&tk=cl177bPI6scY
体育频道|Skysports EPL,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4vStnh&tk=cl177bPI6scY
体育频道|Skysports Main Event,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eUouzW&tk=cl177bPI6scY
体育频道|Skysports News,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rEBsfP&tk=cl177bPI6scY
体育频道|Skysports Mix,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gHQurn&tk=cl177bPI6scY
体育频道|CCTV-5 体育频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7SU7e0&tk=cl177bPI6scY
体育频道|CCTV-5+ 体育赛事 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=muFd1D&tk=cl177bPI6scY
体育频道|爱尔达体育2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=szs79n&tk=cl177bPI6scY
体育频道|爱尔达体育3台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MnJdJh&tk=cl177bPI6scY
体育频道|Rugby Pass TV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=akNiU6&tk=cl177bPI6scY
体育频道|RTM Sports HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=odNqDW&tk=cl177bPI6scY
体育频道|Arena,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XWgOaU&tk=cl177bPI6scY
体育频道|Arena 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iCkeTc&tk=cl177bPI6scY
体育频道|BolaArena 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8GYZIE&tk=cl177bPI6scY
体育频道|BolaArena 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8dwk7j&tk=cl177bPI6scY
体育频道|Astro Beinsports 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VqvL2i&tk=cl177bPI6scY
体育频道|Astro Beinsports 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4KPhN9&tk=cl177bPI6scY
体育频道|Astro Beinsports 3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RhMjzX&tk=cl177bPI6scY
台湾,#genre#
台湾|TVBS News 新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qQvZ19&tk=cl177bPI6scY
台湾|TVBS 欢乐台 （备份）,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bdhr3S&tk=cl177bPI6scY
台湾|TVBS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hJhMTc&tk=cl177bPI6scY
台湾|中天新闻 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Z0aBmM&tk=cl177bPI6scY
台湾|中天娱乐 CTI Entertaiment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FrebCO&tk=cl177bPI6scY
台湾|中天综合 CTI Metro,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1xCXVq&tk=cl177bPI6scY
台湾|中天亚洲台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IQFcQ2&tk=cl177bPI6scY
台湾|台视 TTV HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QVM9CR&tk=cl177bPI6scY
台湾|台视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UwAr7G&tk=cl177bPI6scY
台湾|台视综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dAQzIm&tk=cl177bPI6scY
台湾|中视 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3YXzdO&tk=cl177bPI6scY
台湾|中视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NG6Tvx&tk=cl177bPI6scY
台湾|民视 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=I0RUq7&tk=cl177bPI6scY
台湾|民视新闻台 FTV News,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CsuS5w&tk=cl177bPI6scY
台湾|民视台湾台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HLVR1v&tk=cl177bPI6scY
台湾|华视 CTS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NcbgIo&tk=cl177bPI6scY
台湾|公视 CTV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YhMMQo&tk=cl177bPI6scY
台湾|八大第一 GTV First,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CqoXMH&tk=cl177bPI6scY
台湾|八大综合 GTV Metro,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7zo9Ss&tk=cl177bPI6scY
台湾|八大戏剧 GTV Drama,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qghMUr&tk=cl177bPI6scY
台湾|八大娱乐 GTV Entertainment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PFpvcL&tk=cl177bPI6scY
台湾|HBO_HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iuvgMa&tk=cl177bPI6scY
台湾|HBO_HITS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nkrusP&tk=cl177bPI6scY
台湾|Hollywood Movies,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XeN20o&tk=cl177bPI6scY
台湾|三立台湾 Sanli Taiwan,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3I8fUt&tk=cl177bPI6scY
台湾|三立戏剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F3lhJb&tk=cl177bPI6scY
台湾|三立综合 Sanli Metro,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=b7bHjn&tk=cl177bPI6scY
台湾|三立都会台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Qmj2JU&tk=cl177bPI6scY
台湾|东森新闻 ETTV News,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HN6Ocj&tk=cl177bPI6scY
台湾|CINEMAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WzRCrF&tk=cl177bPI6scY
台湾|东森综合 ETTV Metro,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jSDt2i&tk=cl177bPI6scY
台湾|东森戏剧 ETTV Drama,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tqyxQY&tk=cl177bPI6scY
台湾|东森超视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5pJwI5&tk=cl177bPI6scY
台湾|东森财经新闻 ETTV Business,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=g6o0jz&tk=cl177bPI6scY
台湾|寰宇财经,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1p5bDP&tk=cl177bPI6scY
台湾|寰宇新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nMJ4E1&tk=cl177bPI6scY
台湾|公视2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GwmrJb&tk=cl177bPI6scY
台湾|大爱1台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xwR6Yp&tk=cl177bPI6scY
台湾|非凡新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=x5PrpJ&tk=cl177bPI6scY
台湾|龙华戏剧 Lunghua Drama,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=puaehw&tk=cl177bPI6scY
台湾|龙华经典台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OyOuVY&tk=cl177bPI6scY
台湾|龙华偶像,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lflgrx&tk=cl177bPI6scY
台湾|AXN Taiwan,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EIt5zy&tk=cl177bPI6scY
台湾|靖天国际台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OPloYc&tk=cl177bPI6scY
台湾|年代新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=G2e2aB&tk=cl177bPI6scY
台湾|纬来日本台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dJ4zaT&tk=cl177bPI6scY
台湾|纬来电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CAwwPe&tk=cl177bPI6scY
台湾|纬来体育台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=71tgEz&tk=cl177bPI6scY
台湾|纬来综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8qil0J&tk=cl177bPI6scY
台湾|纬来育乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wZOp3e&tk=cl177bPI6scY
台湾|纬来精彩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=e3vYGM&tk=cl177bPI6scY
台湾|好消息 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hsmNgz&tk=cl177bPI6scY
台湾|大爱2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eOj00V&tk=cl177bPI6scY
台湾|亚洲美食,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DOIGP0&tk=cl177bPI6scY
台湾|美食星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FLldhI&tk=cl177bPI6scY
台湾|亚洲旅游 TLC Asia,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vc8PDE&tk=cl177bPI6scY
台湾|东森电影 ETTV Movie,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KpPzbt&tk=cl177bPI6scY
台湾|阿里郎 Arirang,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9TqZpb&tk=cl177bPI6scY
台湾|博斯运动 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=unYAyQ&tk=cl177bPI6scY
台湾|博斯运动 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BReVbI&tk=cl177bPI6scY
台湾|博斯高球2 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sESZYO&tk=cl177bPI6scY
台湾|博斯网球 HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=b4bRnA&tk=cl177bPI6scY
台湾|东森洋片 ETTV Western,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JFj8cF&tk=cl177bPI6scY
台湾|龙华洋片 Lunghua Western,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=x2yEwa&tk=cl177bPI6scY
台湾|博斯无限,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=n3jsND&tk=cl177bPI6scY
台湾|MTV Live,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4RUyxW&tk=cl177bPI6scY
台湾|龙详时代,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1pwJwm&tk=cl177bPI6scY
台湾|EYETV 旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CMd8rB&tk=cl177bPI6scY
台湾|靖天卡通台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ntUoGN&tk=cl177bPI6scY
台湾|EYETV 戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jCFt1C&tk=cl177bPI6scY
台湾|卫视中文台 Star Movies Chinese,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zmNSoN&tk=cl177bPI6scY
台湾|东森幼幼 Yoyo TV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=69Y0FW&tk=cl177bPI6scY
台湾|卫视电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=MA5bRZ&tk=cl177bPI6scY
台湾|美亚电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mwXvaU&tk=cl177bPI6scY
台湾|爱尔达影剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=25flQl&tk=cl177bPI6scY
台湾|爱尔达综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FQcffY&tk=cl177bPI6scY
台湾|星卫电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=g7GlPd&tk=cl177bPI6scY
台湾|爱尔达影剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0s2CNW&tk=cl177bPI6scY
台湾|AFC 亚洲旅游台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1B6iRf&tk=cl177bPI6scY
台湾|爱尔达体育2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KNMfk8&tk=cl177bPI6scY
台湾|爱尔达体育3台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3mZ3Dr&tk=cl177bPI6scY
电影,#genre#
电影频道|HBO_HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PNyA25&tk=cl177bPI6scY
电影频道|HBO_HITS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZoClUX&tk=cl177bPI6scY
电影频道|Hollywood Movies,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Vp1HKo&tk=cl177bPI6scY
电影频道|CCTV-6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Xqsmiq&tk=cl177bPI6scY
电影频道|CINEMAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=LlOhlm&tk=cl177bPI6scY
电影频道|Cinemax,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KcxWMd&tk=cl177bPI6scY
电影频道|AXN Taiwan,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SirDPA&tk=cl177bPI6scY
电影频道|大爱2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wfmFIH&tk=cl177bPI6scY
电影频道|东森电影 ETTV Movie,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ryGhuI&tk=cl177bPI6scY
电影频道|东森洋片 ETTV Western,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cT4g17&tk=cl177bPI6scY
电影频道|龙华洋片 Lunghua Western,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IM9rbl&tk=cl177bPI6scY
电影频道|Animax,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9UvmJk&tk=cl177bPI6scY
电影频道|龙详时代,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uExlEU&tk=cl177bPI6scY
电影频道|Movies Now HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=t9VvWy&tk=cl177bPI6scY
电影频道|Star Movies HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yUG1Ls&tk=cl177bPI6scY
电影频道|卫视中文台 Star Movies Chinese,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KllPpC&tk=cl177bPI6scY
电影频道|HBO Family,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3n6HqN&tk=cl177bPI6scY
电影频道|Hits,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5R31ka&tk=cl177bPI6scY
电影频道|Warner TV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZtcaFP&tk=cl177bPI6scY
电影频道|卫视电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8QsjCS&tk=cl177bPI6scY
电影频道|HBO HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CgrNSF&tk=cl177bPI6scY
电影频道|美亚电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9iz3G1&tk=cl177bPI6scY
电影频道|HBO Signature,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DtCfeu&tk=cl177bPI6scY
电影频道|HBO Hits,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uVRfWH&tk=cl177bPI6scY
电影频道|星卫电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jMLWNv&tk=cl177bPI6scY
电影频道|SCM,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2yrYjg&tk=cl177bPI6scY
电影频道|Dreamworks,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=P4r1HX&tk=cl177bPI6scY
电影频道|Thrill,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IQ5VqJ&tk=cl177bPI6scY
电影频道|Hits Movie,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kI17wp&tk=cl177bPI6scY
电影频道|One,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zHmcyG&tk=cl177bPI6scY
电影频道|tvN Movie,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VJnFWw&tk=cl177bPI6scY
电影频道|Celestial Classic,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JoWHWR&tk=cl177bPI6scY
电影频道|Celestial Movies HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2yDCxk&tk=cl177bPI6scY
电影频道|Axn HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NWKWD8&tk=cl177bPI6scY
电影频道|Paramount Network,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Hq8y8r&tk=cl177bPI6scY
电影频道|Astrol Kplus,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=weGy0x&tk=cl177bPI6scY
电影频道|Rock Actions,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=h8KGP5&tk=cl177bPI6scY
电影频道|Rock Entertainment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SLA3pr&tk=cl177bPI6scY
纪录,#genre#
