香港频道,#genre#
CCTV-1 综合 HD,https://live.catvod.com/catvod_com.php?id=cctv1&token=27a7e38b96152b78e09e02b7f6341a6a5d76fea521f8ece62ba8359cd3ffc6b7%3A1757743831
CCTV-2 财经,https://live.catvod.com/catvod_com.php?id=cctv2&token=6594d60e72cd85b719ae142eacb99b178a03c3b73604cf1ad7556e08394f0f13%3A1757743831
CCTV-3 综艺 HD,https://live.catvod.com/catvod_com.php?id=cctv3&token=38103ef683933c4120403729bd10ac01825db0aaa1edd78053fe2d25d31b9bd0%3A1757743831
CCTV-4 中文国际,https://live.catvod.com/catvod_com.php?id=cctv4&token=e268635843049962c45b904de10981dfa5c9b0d01013ec95fa8aaecefb26abcb%3A1757743831
CCTV4 新闻台,https://live.catvod.com/catvod_com.php?id=Cctv4&token=7e907579942327fe3a90a3f2de8cf624772ada1c645da10dd61886553bae5c01%3A1757743831
CCTV-5 体育频道,https://live.catvod.com/catvod_com.php?id=cctv5&token=5b0be6f3ca3311fb6c030e64dc3be1272ceab6740231d72ab10fe0cb78601980%3A1757743831
CCTV-5+ 体育赛事 HD,https://live.catvod.com/catvod_com.php?id=cctv5plus&token=1a4b0ddc0b8d0ee42ac932b6c30d42a50ea4697311b1840b17086b7663ab881f%3A1757743831
CCTV-6,https://live.catvod.com/catvod_com.php?id=cctv6&token=1f6de92e0363367520c19e15241e274c834dcd215ac22195506c9bd3d6ae0562%3A1757743831
CCTV-7 军事农业,https://live.catvod.com/catvod_com.php?id=cctv7&token=e289b738174526a5f0efd0db414abc486ea9520a6cd8f56ea5063e66e0aee003%3A1757743831
CCTV-8 电视剧 HD,https://live.catvod.com/catvod_com.php?id=cctv8hd&token=6f3d51d5ecd10d2ddf66767841a1bd5d546fec5590c802bedfc5b06ab500172b%3A1757743831
CCTV-9 记录 HD,https://live.catvod.com/catvod_com.php?id=cctv9hd&token=f6aa4757092f8053456267e764876af2a047aeead6eaaf3c4a8c1fccf7ab592f%3A1757743831
CCTV-10 科教 HD,https://live.catvod.com/catvod_com.php?id=cctv10hd&token=365a02b861ca9802750f14ec2339aee04a6a792970aa63d07d51804ab78e8645%3A1757743831
CCTV-11 戏曲,https://live.catvod.com/catvod_com.php?id=cctv11&token=657f7c9b643258c21487429c92f35b5b8851cb022c82811e0df491810a08818a%3A1757743831
CCTV-12 社会与法,https://live.catvod.com/catvod_com.php?id=cctv12&token=7332e737cd385b3d3482dcfe2dddbfc800d56f8245bff787f1cad2d7e6dc35b8%3A1757743831
CCTV-13 新闻频道,https://live.catvod.com/catvod_com.php?id=cctv13&token=c772b960cc3e31fb88f5fb3a3f3a9266e662029dd2b600ece1178f637f065a82%3A1757743831
CCTV-14 少儿,https://live.catvod.com/catvod_com.php?id=cctv14&token=29265992728be7da3d71d4be0ccaa420ebe4d02561258fc278ae357fbc39a0d4%3A1757743831
CCTV-15 音乐,https://live.catvod.com/catvod_com.php?id=cctv15&token=c30c1b672a2831d7a66e82bcb88f6ac98d49dbd9bef57f5f4cb1b815159c7619%3A1757743831
卫视频道,#genre#
湖南卫视,https://live.catvod.com/catvod_com.php?id=hunan_twn&token=398a9c166a674b5ca58c94547c98b57f0d687fcbc37ee3e7c199d087dc983686%3A1757743831
浙江卫视,https://live.catvod.com/catvod_com.php?id=zhejiang_twn&token=5b093d3a29d9933954c0684f2315465be3076fbae168abab25a909bad69096cb%3A1757743831
江苏卫视,https://live.catvod.com/catvod_com.php?id=jiangsu_twn&token=2efcb24788e157080e43048810ed85a0bda0ba4ee6ad4b35d54d9a564ca01773%3A1757743831
深圳卫视,https://live.catvod.com/catvod_com.php?id=shenzhen&token=dfd791c0fd5b323af39977e921567f0bc5fef94e69ae998705b3303ede3df59b%3A1757743831
福建东南卫视,https://live.catvod.com/catvod_com.php?id=fujian&token=c2e4ccc2db794db92ce827bb90ae961dce6981413e1f88dc3a722b710ec1c4f9%3A1757743831
广东南方卫视,https://live.catvod.com/catvod_com.php?id=nanfang_twn&token=3d5adfb29723ddaaea9dfd594d0afd76e388557c58767af289cc416d98a4254a%3A1757743831
广东卫视,https://live.catvod.com/catvod_com.php?id=guangdongweishi_twn&token=e857c886f53cb072be1220b80348b36fc334c933278f264cb737cbc5d1648de3%3A1757743831
北京卫视,https://live.catvod.com/catvod_com.php?id=beijing&token=f0dc7ec779a40e3c5e05a507e44a553c66a6525a0a0053a145767f3ea4cec378%3A1757743831
珠江台,https://live.catvod.com/catvod_com.php?id=zhujiang&token=fe4ad274b70c4da3e71b895f9abd593431d441e3e33228752bc8332d620c8268%3A1757743831
广西卫视,https://live.catvod.com/catvod_com.php?id=guangxi&token=c78c33f08dd9badc0e2992ad4db0bdd05d61b07fde72eb3ed8c1c17bc3485f53%3A1757743831
湖北卫视,https://live.catvod.com/catvod_com.php?id=hubei&token=f6e47b841572442e57edc0a34902f8b7566986ea5d474f35aacc703a37d2b88c%3A1757743831
四川卫视,https://live.catvod.com/catvod_com.php?id=sichuan_twn&token=f3bf7d39a7d09d60d033767cc3c24eb82680cb3213e2325598157d072c0fc491%3A1757743831
东方卫视,https://live.catvod.com/catvod_com.php?id=dongfangweishi_twn&token=06e7e05ff3013d8013927bddeaf07723bd02b0f54f59aea3f5c5c67553dea596%3A1757743831
CGTN,https://live.catvod.com/catvod_com.php?id=CGTN&token=3e51e1360f2a1ddc1f4a8f82d6856a3b8eb7adaeaf27e23c8750a691b3b737ba%3A1757743831
体育频道,#genre#
Astro Premier League 1,https://live.catvod.com/catvod_com.php?id=go_assp1&token=4e5a9640462faea6fa4de4b0b888899e6b8efbe6746b80d6dd10d03751c58701%3A1757743831
Astro EPL 1 backup,https://live.catvod.com/catvod_com.php?id=go_assp1x&token=074743031a2e49d9b2bcbc5c36a029f8e3e991e554230acaba48c2c2d6d8c332%3A1757743831
Astro Premier League 2,https://live.catvod.com/catvod_com.php?id=go_assp2&token=a02f900efbb5544e209087b2053e450909f1136ca8e960bd624d3400df2f87e1%3A1757743831
Astro Grandstand,https://live.catvod.com/catvod_com.php?id=go_assp3&token=3ac9db161faa9204cdee1335ba81c0a622536d887bbbfacac7e6868fdefc89bc%3A1757743831
Astro Football,https://live.catvod.com/catvod_com.php?id=go_assp4&token=fd1b148eb3c5b151d34ea4aaf5689d2bb1284c3f35eeca0ac2109a5c36a75ad2%3A1757743831
Astro Sports Plus,https://live.catvod.com/catvod_com.php?id=go_sportsplus&token=703f3e037a996fb6a853009a80eadec8de482fa52d0fbf4afab3327925d8e095%3A1757743831
Astro Badminton 1,https://live.catvod.com/catvod_com.php?id=go_badminton1&token=978ed7dbf2625b75ef2700328d01e688a679a9d7e2a1b1704e5da14f60bb42e7%3A1757743831
Astro Badminton 2,https://live.catvod.com/catvod_com.php?id=go_badminton2&token=1a4832ecc2a3133123d382fbfe14fd905f51b1614c79040464c33f2a1e067175%3A1757743831
Astro W-Sports,https://live.catvod.com/catvod_com.php?id=go_assp5&token=ceb514f7b0aa08deb50b54541751c897d9ac4b65a1059cbba78a253a6bc6ee66%3A1757743831
Supersports 1,https://live.catvod.com/catvod_com.php?id=Assp1&token=7c39ace46dfb0b5f34574e40f399f9f952189119055ca5e34dd4d70a70b16f92%3A1757743831
Supersports 2,https://live.catvod.com/catvod_com.php?id=Assp2&token=7513c744b2271874ae7b6a8e6bb249f8e280996aeaf4ec22ac75310b2c083818%3A1757743831
Supersports 3,https://live.catvod.com/catvod_com.php?id=Assp3&token=ca5adc56da9d2ecb2897d284802c03245a53e27b0a2dacc6da9d0d5183220011%3A1757743831
Supersports 4,https://live.catvod.com/catvod_com.php?id=Assp4&token=b8edde38089e657c10586a4b700701e01aeee083f5fb507d32a5cc22ca01ec51%3A1757743831
WWE,https://live.catvod.com/catvod_com.php?id=Wwe&token=6b174a518a8d4ef23473238805bdce545adeecb5dc7464362ffc7c816eae2205%3A1757743831
Fight Sports,https://live.catvod.com/catvod_com.php?id=Fs&token=2a722b596af41e6825d668b1a99d81d1747093abfe633a86ca7b134b5f450648%3A1757743831
NBA TV,https://live.catvod.com/catvod_com.php?id=Nba&token=cb51c40ef92c16477ab331164f0797cff9559c9260b41ee893f57d15b22f6ff3%3A1757743831
Astro Cricket,https://live.catvod.com/catvod_com.php?id=Acricket&token=308bf9943aa7ca847eb05737134085f408d564119b6da3c0cb876a21c7e65d0f%3A1757743831
Astro Golf,https://live.catvod.com/catvod_com.php?id=Agolf&token=75c1d8f1def63289229d7d2642368f77304c0470efbaa07ae1b576c8028e1a60%3A1757743831
Tnt Sports 1,https://live.catvod.com/catvod_com.php?id=6fac0aaead&token=f324bacf47256369b791d593235ef2977677889f547f3d0e74a1f384cd262c53%3A1757743831
TNT Sports 2,https://live.catvod.com/catvod_com.php?id=d9a76a79cc&token=fac266fb481dcbfe2560090a72410aa814964e91517bcce244360cfea8e889f5%3A1757743831
TNT Sports 3,https://live.catvod.com/catvod_com.php?id=5fea4d73db&token=9f2ef241040b8d659b81e2c4c4ab15d6c89bcb9f89803cb78a7a6ff4415cb398%3A1757743831
TNT Sports 4,https://live.catvod.com/catvod_com.php?id=tntsport4&token=306b6ae61296b49564e5d942fec9d8d816b3b891a08d7386215ae5d002c586f0%3A1757743831
Sony Ten 1,https://live.catvod.com/catvod_com.php?id=ten1_raj&token=d64fde07079123af2b656bc234e4d792e17f610f2dd0c584158158df681e537a%3A1757743831
Sony Ten 2,https://live.catvod.com/catvod_com.php?id=ten2_raj&token=1dbc419d3cfe2d8e00d1db3fcda93d86b63bd2475517f907800f6a658c5181e0%3A1757743831
Sony Ten 3,https://live.catvod.com/catvod_com.php?id=ten3_raj&token=1ce7d7e826aec146ffbbef71f1ff9ea6d4d2c16bbc7d46117bb93174faa76e07%3A1757743831
SPOTV 1 HD,https://live.catvod.com/catvod_com.php?id=go_spotv&token=4587ebf7246a02bec2895cc333e7a666354de219137ba78a7f98b0e639ffdec3%3A1757743831
SPO TV 2,https://live.catvod.com/catvod_com.php?id=go_spotv2&token=4707d29103a6bffff5efd4dc36897babffdac018990d5c3f4c912403e8ba1050%3A1757743831
Skysports F1,https://live.catvod.com/catvod_com.php?id=tiankongf1&token=6b8133fd7811522eea64404394ff5b6d272cb2e73970ea662543118e8e124d9c%3A1757743831
Skysports Cricket,https://live.catvod.com/catvod_com.php?id=tiankongcricket&token=0804abf41dae7bf039a9f317fa0c9f816a23d0467bffbdab86d3994cb0b5274e%3A1757743831
Skysports EPL,https://live.catvod.com/catvod_com.php?id=tiankongepl&token=70fbd3fb4fc0664d8c8df93370354208e07d9da0b35531ceb23f7dd649c3b977%3A1757743831
Skysports Main Event,https://live.catvod.com/catvod_com.php?id=tiankongmain&token=6afa4f43f6d48a989fa8b1ca8177091d68da9e6ca2cd8f82b4b921b2594344f6%3A1757743831
Skysports News,https://live.catvod.com/catvod_com.php?id=tiankongnews&token=c652dfcabaeb44000f175c0cefdacfbf79c0725c0041aadeb9b72029db2c60a2%3A1757743831
Skysports Mix,https://live.catvod.com/catvod_com.php?id=tiankongmix&token=4ce487e5bce9af31c61772a53ec1bd480de134d7a534a193acd64bc66c3902bb%3A1757743831
爱尔达体育1台,https://live.catvod.com/catvod_com.php?id=eltasport_twn&token=5eb55ba1e0c153542d42e620655a01594013a143129450b75c35b631ecf607ed%3A1757743831
爱尔达体育2台,https://live.catvod.com/catvod_com.php?id=eltasport2_twn&token=e44eb4637eb1932dd4d7f89672a87c704a49db9f8331eebbf1d11aa4abb0fad9%3A1757743831
爱尔达体育3台,https://live.catvod.com/catvod_com.php?id=eltasport3_twn&token=c6099bf072d60a865e509a75d12bde60c05296d3c9e9aae21fb88d445306b3ed%3A1757743831
爱尔达体育4台,https://live.catvod.com/catvod_com.php?id=eltasports4_twn&token=58ce4b473b9cf3b61d347fbd044eb486dfeb5ff1a7855a2aae360fdf00df3e86%3A1757743831
小公視,https://live.catvod.com/catvod_com.php?id=pts3_twn&token=c12a645fe52275dbf79abd2332101bc5b143b858e35ceaad0be6845b8b1c37b0%3A1757743831
DAZN 1,https://live.catvod.com/catvod_com.php?id=dazn1_twn&token=774cb0c769554a391af8723ef86fc2cdacba456688947be21cbb0fba75b09d99%3A1757743831
DAZN 2,https://live.catvod.com/catvod_com.php?id=dazn2_twn&token=56b15078ce29298c8b3a76a52b19c16102c9f351bb0268a0c83a90c93ae52df1%3A1757743831
Rugby Pass TV,https://live.catvod.com/catvod_com.php?id=Rugbypasstv&token=0cfbcf0d3f17955c5f2ee12f4452b4129a48d3b008404208dafd74433ec6c0ca%3A1757743831
RTM Sports HD,https://live.catvod.com/catvod_com.php?id=Rtmsport&token=badc153cfd35d025751fdcad963afb63b2737ec9f39b063b3d95e90df720dd2c%3A1757743831
Arena,https://live.catvod.com/catvod_com.php?id=Arena&token=c11b5712b18676b1499e1ee818571903c683b93faec897b10ad4e5543751d58e%3A1757743831
Arena 2,https://live.catvod.com/catvod_com.php?id=Arena2&token=922c8b8e2f5cd6be7e95fcd572a44969dc2fbc8e8cfd8a582fb98717de8875d9%3A1757743831
BolaArena 1,https://live.catvod.com/catvod_com.php?id=Bolaarena1&token=678bf2358f352348cfc9f2b9b34a9b8fd96b722241069ba3d59f8e426a7b85c6%3A1757743831
BolaArena 2,https://live.catvod.com/catvod_com.php?id=Bolaarena2&token=3e9839800d27b3e1bfb46d395dbdba95a6f28871e3c809e6a2e84b55d847677c%3A1757743831
Astro Beinsports 1,https://live.catvod.com/catvod_com.php?id=Astrobein1&token=7181444e9335123d9d92ff3d73b612649cb02c891975e661ce6a0cad5d30b18f%3A1757743831
Astro Beinsports 2,https://live.catvod.com/catvod_com.php?id=Astrobein2&token=c3fe7d5231f7a767cf661dd282b9733842fedf44eb27462a2c315b46ef8fe384%3A1757743831
Astro Beinsports 3,https://live.catvod.com/catvod_com.php?id=Astrobein3&token=d020b10110eafcae7731502ff89ee2d5dd384f78c4faf8e0cdd93acbbcefb499%3A1757743831
台湾频道,#genre#
TVBS News 新闻台,https://live.catvod.com/catvod_com.php?id=tvbs_n&token=3a25fbfe806256a7d5bfc26e22dfb155290910034035069c92d2ea51722dce88%3A1757743831
TVBS 欢乐台 （备份）,https://live.catvod.com/catvod_com.php?id=tvbshuanle_twn&token=3a281afced48afb4dbccf60831719ce0c1169edac3b812f99b167470fba38101%3A1757743831
TVBS HD,https://live.catvod.com/catvod_com.php?id=tvbs&token=cfc5e6831210b5f0000d26199840e92e1b8385b3b89198419ed72acc24af99fa%3A1757743831
中天新闻 HD,https://live.catvod.com/catvod_com.php?id=ctinews&token=b01a563c99c5a6ae68b4eeadea5b24e21d279bb8ca548ad42d191910082139ef%3A1757743831
中天娱乐 CTI Entertaiment,https://live.catvod.com/catvod_com.php?id=ctient&token=c00d8671c7661513382ba26baa918d3200070da65da4806d37e739d1908d6959%3A1757743831
中天综合 CTI Metro,https://live.catvod.com/catvod_com.php?id=ctizhonghe&token=7f2be33fb30ace91b822eb0aed5a885aac371a274001fa5f3386669697e33eb3%3A1757743831
中天亚洲台,https://live.catvod.com/catvod_com.php?id=ctiasia_twn&token=fdd08b1cf1b76518f4e9847510c02d6841b0a642b0ae93ed2f602c2d217f0399%3A1757743831
台视 TTV HD,https://live.catvod.com/catvod_com.php?id=ttv_taiwan&token=ceb9a1811308dbe6c517d8862e5052559fe9da008ee71e39d2d5fb3b29e3a2ad%3A1757743831
台视新闻台,https://live.catvod.com/catvod_com.php?id=ttvnews_twn&token=fb51b04582679726cecfaabf9266a34c0b290cd9ccc5fae5afcceacf3578b642%3A1757743831
台视综合台,https://live.catvod.com/catvod_com.php?id=ttvzhonghe&token=a9630b41ef00704b4cdd9123f5d24d3dd35342a3aff2a340cfc3b64d7e13bd1e%3A1757743831
JET綜合,https://live.catvod.com/catvod_com.php?id=jet&token=f8eb00776c8490f0c1efa426a4e5171338f99c45a44f7bcf3c7cacb95cb9fce5%3A1757743831
中视 HD,https://live.catvod.com/catvod_com.php?id=zhongshihd_twn&token=0f553454f764a61195b55fa4fb7e639d0cae1bb4290c18e54a65fd660d8d5ddf%3A1757743831
中视新闻台,https://live.catvod.com/catvod_com.php?id=zhongshinews_twn&token=1df6224535cb5531915c592f885e08039d36a83672f9b9b808a836c84ec0e504%3A1757743831
民视 HD,https://live.catvod.com/catvod_com.php?id=ftvhd_taiwan&token=e653c3faf237bd6e985efacb46f041915b4774603f7457725c95e9a9e632690b%3A1757743831
民视新闻台 FTV News,https://live.catvod.com/catvod_com.php?id=ftvnew_taiwan&token=bc509d673d6d35e6496c41b8acd2b9643c2ab3c64e04797e8d7064772d96c5fb%3A1757743831
民视台湾台,https://live.catvod.com/catvod_com.php?id=ftvtaiwan_twn&token=31fadd6598df26e15c2142863c40031f7b688006a6e9dcbe1c0ce948ec515060%3A1757743831
华视 CTS HD,https://live.catvod.com/catvod_com.php?id=ctshd_twn&token=90e36d5debcc6640718e2c82c1177908fade67c5ba40d5df658d36845367bede%3A1757743831
公视 CTV,https://live.catvod.com/catvod_com.php?id=ctv_taiwan&token=7f75cd70e77b162e6cb122b58a9f62fb76d6c26d0e6c6dfaee19aa8d7147b6c6%3A1757743831
天映频道,https://live.catvod.com/catvod_com.php?id=ctv18_twn&token=4ef9b152cffbfe3d8f97094d0dc0ed979f5d273f3aa5d4b0c6e7f63d4620727b%3A1757743831
八大第一 GTV First,https://live.catvod.com/catvod_com.php?id=badafirst&token=91e2f7a32e0abccff3bf010e0da752bd99feb41a1a3c861e85ac407286fa1fb3%3A1757743831
八大综合 GTV Metro,https://live.catvod.com/catvod_com.php?id=badazhonghe&token=64e20c90ea974bd6f6c442d397f53a64539fa65f0a4312a44461b87498db39ae%3A1757743831
八大戏剧 GTV Drama,https://live.catvod.com/catvod_com.php?id=badadrama&token=9f43e7beb581d16d49cb66efd2e685a16df3e70b5da2fe0a078fdf295b974b14%3A1757743831
HBO_HD,https://live.catvod.com/catvod_com.php?id=hbohd_twn&token=c35abea5a08343c882709f5a1bf86894484d6099b6f6a605c3c0a820963a2c4e%3A1757743831
HBO_HITS,https://live.catvod.com/catvod_com.php?id=hbohit_twn&token=2bc8e024a31247744dfcacd8c9dfed3b0e343e264f6e8c38feed498b8df61801%3A1757743831
Hollywood Movies,https://live.catvod.com/catvod_com.php?id=hollywoodmovies_twn&token=e096442b919f0a33e6b614720b7c7215b77c611aac51bd73f50690c21cfbcaa3%3A1757743831
三立台湾 Sanli Taiwan,https://live.catvod.com/catvod_com.php?id=sanlitaiwan&token=c536dc19093d7f87193493fe959896597dcc4ae2bc3a6217ac78027afd6b505b%3A1757743831
三立戏剧台,https://live.catvod.com/catvod_com.php?id=sanlixiju_twn&token=b96ac7e2ab3fc1213b6b930a1fca20e1f6a9d5a6612dcae793e0bc1b38c86203%3A1757743831
三立综合 Sanli Metro,https://live.catvod.com/catvod_com.php?id=sanlizhonghe&token=8f718fb6d0ed292a889da2154c3303f8c20af0d24d0bf9b84e6c4023ea9c6a63%3A1757743831
三立都会台,https://live.catvod.com/catvod_com.php?id=sanlidouhui_twn&token=d18ef939e76cb92919461e01e2b656b4ebd9cfc812586bcd5ebcaa8b95b18018%3A1757743831
东森新闻 ETTV News,https://live.catvod.com/catvod_com.php?id=ettvnews&token=8300df168fc45d47d8430954573ef0bb2fceefd33496fd5992826de9108fbbce%3A1757743831
CINEMAX,https://live.catvod.com/catvod_com.php?id=cinemax_twn&token=7dfd92c1e0f9b63580c60f5a3238f4d6f3ccc443fa41b5a97301152e2205e0b2%3A1757743831
东森综合 ETTV Metro,https://live.catvod.com/catvod_com.php?id=ettvzhonghe&token=070020550b0c548b392903e3a5ce4cea85638ade2a7c1a7383024916af8b227d%3A1757743831
东森戏剧 ETTV Drama,https://live.catvod.com/catvod_com.php?id=ettvdrama&token=083290aaf181e5fa67b65ab5152c296d0764d61d6c55a194cedfbed347089643%3A1757743831
东森超视,https://live.catvod.com/catvod_com.php?id=ettvsuper&token=86c111342b4ae37140e4be200dd7728ca583db575e2207852094585283eb3747%3A1757743831
东森财经新闻 ETTV Business,https://live.catvod.com/catvod_com.php?id=ettvcaijing_twn&token=fb6eb49716acbde7ec4cc5d364d1f02be701a7a32000be876e311ce49c4ea222%3A1757743831
寰宇财经,https://live.catvod.com/catvod_com.php?id=huanyutaiwan_twn&token=93dbf36f27acd5ba3a73edc97ffe3f4e6b081bc9d1503cf39a3be7beb77afef4%3A1757743831
寰宇新闻台,https://live.catvod.com/catvod_com.php?id=huanyuxinwen_twn&token=0bc332a9a29dbc255825cbf7b242187f55a690f7d06c07704e574c689acd5731%3A1757743831
公视2,https://live.catvod.com/catvod_com.php?id=ctv2_twn&token=34430a4c53bb3b02df52a9d24aa6cd91cde2d8db0581cc92d93d68d006ad5443%3A1757743831
信大,https://live.catvod.com/catvod_com.php?id=xinda_twn&token=676423786f5592fe5335a2fd60193cc91872fcfb742e83a713ce9f7aeee013ad%3A1757743831
霹靂,https://live.catvod.com/catvod_com.php?id=pilitw_twn&token=094171f4ec3310a5265f6ba459f2e4d432fe1a2b1f3ae30e186aab291500860a%3A1757743831
大爱1台,https://live.catvod.com/catvod_com.php?id=daai_twn&token=650c9a34307130a384b1b81b785080ffc83df2ce7a74b17b17431d5b62735400%3A1757743831
壹新聞,https://live.catvod.com/catvod_com.php?id=yinews&token=2fbfe4d21146eaa8dd11b35820226778e8e3db700379207d22644af2d4544621%3A1757743831
非凡新闻台,https://live.catvod.com/catvod_com.php?id=feifannews_twn&token=148f433f2ce114be784a5cff0a4ab9d78f6eaa0b1260800652e959604a0d52c3%3A1757743831
龙华戏剧 Lunghua Drama,https://live.catvod.com/catvod_com.php?id=lunghuaxiju_twn&token=24f08401b8fa1f9b0184b4eac9d8152068edcdb115930d6f35417ddd77de599a%3A1757743831
龙华经典台,https://live.catvod.com/catvod_com.php?id=lunghuajingdian_twn&token=7e6932f7a7a8a41ba290c138fc7acc5e1c7580227477dd87292bf01b593a0fbf%3A1757743831
龙华偶像,https://live.catvod.com/catvod_com.php?id=lunghuaidol_twn&token=88efb68c3a76cccd61685cbaf89fd5bcc5ed0575d6a1a30139a2be384e92232d%3A1757743831
AXN Taiwan,https://live.catvod.com/catvod_com.php?id=axn_twn&token=1a78004921163a6bfd29ef5271c48a0620fc53447133bfd576c61f973e56ea90%3A1757743831
靖天国际台,https://live.catvod.com/catvod_com.php?id=jingtianintl_twn&token=34b48033252849ac9417cf4de04cf5b306bb0d6518d59f27bea9f714dcb13cbc%3A1757743831
年代新闻,https://live.catvod.com/catvod_com.php?id=niandainews_twn&token=d4ff88e7b70a4da349ea0f21f2d40b7f5a330d62a0053ce4a2e97de93eeb0704%3A1757743831
年代MUCH,https://live.catvod.com/catvod_com.php?id=niandaitv_twn&token=1a6f2283e6d8c97c2997a9563ee41da20cae8be1022fa7b164947d64f6cde57d%3A1757743831
纬来日本台,https://live.catvod.com/catvod_com.php?id=videolandjapan&token=2011bf4518e8ab948b7f4db9792d66709ccb5ac1ff2438811cfaa16dad9c4385%3A1757743831
纬来电影台,https://live.catvod.com/catvod_com.php?id=videolandmovie&token=0ad7d5a45a3cf1c5a8eec48a408fef9a5aeba97aefc2036b7ac9546c4ec98a33%3A1757743831
纬来体育台,https://live.catvod.com/catvod_com.php?id=videolandsport&token=73004a83c2b642a9fd0b265be8b4b8bc211b36e61c328170d53f8ed48f1d3609%3A1757743831
纬来综合台,https://live.catvod.com/catvod_com.php?id=videolandzonghe&token=0bb79ecfb56f06bbc26edebea6f3de65b0c5881ffb7ab5061cca6e47f54d550b%3A1757743831
纬来育乐,https://live.catvod.com/catvod_com.php?id=videolandmax&token=bea0a75753ea1e6400fc7423160551d812a139e52e09503083b1cc34f211b4b1%3A1757743831
纬来精彩,https://live.catvod.com/catvod_com.php?id=videolandspecial_twn&token=deb7a2aa0b2eaa7443faa0e0d65ce2804161383190ba38524210853dfeb3ba0c%3A1757743831
緯來戲劇,https://live.catvod.com/catvod_com.php?id=videolandtv&token=3c8039b26b38d097920c899c80ce6b8c0f3f6a805b8d8d2286ce67204c6e8a46%3A1757743831
好消息 2,https://live.catvod.com/catvod_com.php?id=good2_twn&token=2d4419002f03b0b08948bab18c544577947e46333c5376809c126f7c2a309ec3%3A1757743831
大爱2台,https://live.catvod.com/catvod_com.php?id=daai2_twn&token=06f6dcee4207c0401a62bd5f12003b50203d9cbb3d1e028bee17cc5ee7ff5833%3A1757743831
亚洲美食,https://live.catvod.com/catvod_com.php?id=afc_twn&token=940b0fccc87112ebe0e6acb1c0bf8270e324d770784d68a441fc443d174d0d89%3A1757743831
美食星球,https://live.catvod.com/catvod_com.php?id=foodplanet_twn&token=dfa8b63edbbef26759b53a9ef614cc26f0aa89d25b510e31f0f4fa5ebee3c862%3A1757743831
亚洲旅游 TLC Asia,https://live.catvod.com/catvod_com.php?id=tlc_twn&token=33f585000e1752292ab28930b8f354e624c27cdcf249dfbfaaaab2364cb262cb%3A1757743831
东森电影 ETTV Movie,https://live.catvod.com/catvod_com.php?id=ettvmovie&token=303054e0ff81f82eadcacf6a33c46e097785d8f225b32933a8ffec7d20cbf323%3A1757743831
阿里郎 Arirang,https://live.catvod.com/catvod_com.php?id=arirang_twn&token=896788da765d6e7b4159c7df0417061d16457a92919fdebc5cd61f6f4fb6ca3f%3A1757743831
博斯运动 1,https://live.catvod.com/catvod_com.php?id=bosisport1_twn&token=15813d344af75643fe99095de203dddc72e84960f4c0116b480b43287556145b%3A1757743831
