
国际,#genre#
鳳凰資訊,http://110.81.206.138:49231/tsfile/live/23019_1.m3u8?key=txiptv&playlive=1&authid=0
鳳凰中文,http://211.67.191.23/hls/fhzw/index.m3u8
鳳凰資訊,http://211.67.191.23/hls/fhzx/index.m3u8

香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港衛視,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
環球電視台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

澳門蓮花,http://php.jdshipin.com:8880/amlh.php
澳門Macau,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳視澳門,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳視澳門,http://113.105.29.43:60901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,rtmp://116.93.98.236/sat/hk011
無綫新聞台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
無綫新聞台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
TVB星河台,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河台,http://php.jdshipin.com/smt.php?id=Xinhe
千禧經典台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
娛樂新聞台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
娛樂新聞台,https://lb-mvtv-live.v2h-cdn.com/redirect/enew/enew.stream?type=m3u8
TVB功夫台,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
美亞電影台,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
Astro華麗台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
Astro劇集台,http://php.jdshipin.com/TVOD/iptv.php?id=aod

中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
民視,rtmp://f13h.mine.nu/sat/tv051
台視,rtmp://f13h.mine.nu/sat/tv071
民視,http://122.117.71.103:8504/http/220.130.87.218:8081/hls/85/80/Ftv4max.m3u8
中視,http://122.117.71.103:8502/http/220.130.87.218:8081/hls/88/80/Ctv4max.m3u8
華視,http://122.117.71.103:8503/http/220.130.87.218:8081/hls/89/80/Cts4max.m3u8
台視,http://aktv-stream.m16tv.cfd/stream/taiwan/null-3/AKTV.m3u8
中天新聞台,http://122.117.71.103:8540/http/220.130.87.218:8081/hls/78/80/ch063max.m3u8
中天新聞台,http://aktv-stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天娛樂台,http://122.117.71.103:8526/http/220.130.87.218:8081/hls/67/809/ch026.m3u8
中天娛樂台,http://61.221.215.25:8800/hls/47/index.m3u8
中天亞洲台,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MBDB2043146120431461&ct=19234&tsum=ba6deb1dd785ef48ec39eda87a905fb6
TVBS,http://122.117.71.103:8544/http/220.130.87.218:8081/hls/75/817/ch058.m3u8
TVBS,http://50.7.234.10:8278/tvbs/playlist.m3u8?tid=MF7F4816296948162969&ct=19669&tsum=8410a43db059b92d8109cc06c5b88bc0
TVBS新聞台,http://122.117.71.103:8543/http/220.130.87.218:8081/hls/75/817/ch059.m3u8
TVBS新聞台,http://aktv-stream.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS精采台,http://aktv-stream.m16tv.cfd/stream/taiwan/tvbs/AKTV.m3u8
東森新聞台,http://122.117.71.103:8539/http/220.130.87.218:8081/hls/63/805/ch010.m3u8
東森新聞台,http://aktv-stream.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
東森超視台,rtmp://f13h.mine.nu/sat/tv331
東森綜合台,http://122.117.71.103:8525/http/220.130.87.218:8081/hls/67/809/ch025.m3u8
東森戲劇台,http://122.117.71.103:8529/http/61.222.53.250:8081/hls/64/806/ch13.m3u8
東森電影台,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MA9A6947736769477367&ct=19669&tsum=6ee70bdcbdc521d1c43b0bf14a8e5958
東森洋片台,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=MC9C2222186722221867&ct=19669&tsum=642159cf8ac6ea1872cdb52cdf521ecf
東森幼幼台,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
台視新聞台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
民視,http://aktv-stream.m16tv.cfd/stream/taiwan/null-2/AKTV.m3u8
民視新聞台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-12/AKTV.m3u8
民視第一台,http://aktv-stream.m16tv.cfd/stream/taiwan/null/AKTV.m3u8
寰宇新聞台,http://122.117.71.103:8548/http/220.130.87.218:8081/hls/76/818/ch062.m3u8
非凡新聞台,rtmp://f13h.mine.nu/sat/tv581
非凡新聞台,http://50.7.234.10:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378
龍華戲劇台,http://122.117.71.103:8533/http/61.222.53.250:8068/hls/13/80/cstv13.m3u8
龍華戲劇台,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
龍華電影台,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
龍華電影台,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龍華洋片台,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MF7F3761146937611469&ct=19234&tsum=e8b375d0c73fff5a34a7e3b4de2f53bb
龍華卡通台,http://122.117.71.103:8516/http/61.222.53.250:8068/hls/14/80/cstv14.m3u8
龍華卡通台,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龍華經典台,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龍華偶像台,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龍華日韓台,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龍華日韓台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-7/AKTV.m3u8
龍華電影台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-8/AKTV.m3u8
龍華偶像台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-9/AKTV.m3u8
緯來綜合台,http://122.117.71.103:8517/http/220.130.87.218:8081/hls/68/810/ch032.m3u8
緯來戲劇台,http://122.117.71.103:8533/http/61.222.53.250:8068/hls/13/80/cstv13.m3u8
緯來電影台,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
緯來育樂台,rtmp://f13h.mine.nu/sat/tv701
緯來育樂台,http://122.117.71.103:8561/http/220.130.87.218:8081/hls/68/810/ch030.m3u8
緯來體育台,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8
緯來體育台,rtmp://f13h.mine.nu/sat/tv721
緯來日本台,rtmp://f13h.mine.nu/sat/tv771
緯來日本台,http://122.117.71.103:8536/http/220.130.87.218:8081/hls/69/811/ch034.m3u8
緯來精采台,http://61.221.215.25:8800/hls/48/index.m3u8
緯來戲劇台,http://122.117.71.103:8532/http/61.222.53.250:8081/hls/69/811/ch33.m3u8
愛爾達娛樂台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-11/AKTV.m3u8
AMC電影台,http://122.117.71.103:8559/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8
AMC電影台,http://aktv-stream.m16tv.cfd/stream/taiwan/amc/AKTV.m3u8
AMC電影台,http://61.221.215.25:8800/hls/43/index.m3u8
PopC電影,http://aktv-stream.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
八大戲劇台,http://122.117.71.103:8530/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
八大戲劇台,http://61.221.215.25:8800/hls/39/index.m3u8
八大綜合台,http://61.221.215.25:8800/hls/56/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
三立戲劇台,http://61.221.215.25:8800/hls/41/index.m3u8
三立綜合台,http://aktv-stream.m16tv.cfd/stream/taiwan/null-6/AKTV.m3u8
好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
好消息,https://dqhxk7sbp7xog.cloudfront.net/osmflivech1.m3u8
好消息,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息2台,https://dqhxk7sbp7xog.cloudfront.net/osmflivech2.m3u8
好消息2台,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
AXN台灣,http://122.117.71.103:8557/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
AXN台灣,http://aktv-stream.m16tv.cfd/stream/aktv2/axn/AKTV.m3u8
MOMO綜合台,rtmp://f13h.mine.nu/sat/tv761
DAZN體育1台,rtmp://f13h.mine.nu/sat/tv731
DAZN體育2台,rtmp://f13h.mine.nu/sat/tv741
ELTA體育2台,rtmp://9hv9.mine.nu/sat/md011
探索頻道,http://61.221.215.25:8800/hls/1/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
韩国娛樂台,http://122.117.71.103:8524/http/220.130.87.218:8081/hls/64/806/ch014.m3u8
tvN,http://aktv-stream.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
NHK World,http://aktv-stream.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
NHK World,http://61.221.215.25:8800/hls/51/index.m3u8
HBO,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
CINEMAX,http://122.117.71.103:8558/http/61.222.53.250:8081/hls/71/813/ch42.m3u8

金磚中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
金磚英文,http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8
耀才財經台,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才財經台,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
ViuTV6,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
Love Nature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8$4K
Love Nature,http://aktv-stream.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
France 24,https://live.france24.com/hls/live/2037218/F24_EN_HI_HLS/master_5000.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586497/cnngo/cnni/VIDEO_0_3564000.m3u8
Fox News,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
AMC电影,http://122.117.71.103:8559/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8
纬来电影,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
龙华电影,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
龙华电影,http://211.72.65.236:8556/.m3u8
龙华洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MC1C3944472239444722&ct=19226&tsum=99c0c7c82e2fc48b16605865c3eaeb82
HBO,p3p://167.114.175.6:55331/66d22f6b0001f87c739b69c977f063dd
HBO,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
HBO家庭,http://50.7.234.10:8278/fyi_twn/playlist.m3u8?tid=18186902&ct=17988&&tsum=7a21abab0a5912afb0ebc01db111e59f
AXN,http://122.117.71.103:8557/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
CINEMAX,http://122.117.71.103:8558/http/61.222.53.250:8081/hls/71/813/ch42.m3u8
美亞電影TW,p3p://167.114.175.6:55331/62883c4f000a4ca3c722d5ec04fb74e7

💓港澳台📶,#genre#


凤凰卫视中文台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
凤凰卫视中文台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰卫视资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
美亚电影频粤,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
澳门莲花,http://php.jdshipin.com:8880/amlh.php
无线翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
无线华丽台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
有线综合台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
Astr剧集台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
千禧经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
澳门莲花台,http://php.jdshipin.com:8880/amlh.php
凤凰卫视中文台,http://150.138.77.132:10037/150.php?id=凤凰中文
凤凰卫视资讯台,http://150.138.77.132:10037/150.php?id=凤凰资讯
凤凰卫视香港台,http://150.138.77.132:10037/150.php?id=凤凰香港台
TVB新闻台,http://150.138.77.132:10037/150.php?id=无线新闻台
TVB翡翠台,http://150.138.77.132:10037/150.php?id=翡翠台
TVB明珠台,http://150.138.77.132:10037/150.php?id=明珠台
TVB黄金华剧台,http://150.138.77.132:10037/150.php?id=黄金华剧台
Now爆谷台,http://150.138.77.132:10037/150.php?id=Now爆谷台
Now星影台,http://150.138.77.132:10037/150.php?id=Now星影台
Now新闻台,http://150.138.77.132:10037/150.php?id=Now新闻台
美亚电影台(粤),http://150.138.77.132:10037/150.php?id=美亚电影台 粤
美亚电影台(国),http://150.138.77.132:10037/150.php?id=美亚电影台 国
HOY资讯台,http://150.138.77.132:10037/150.php?id=HOY资讯台
澳门莲花台,http://150.138.77.132:10037/150.php?id=澳门莲花
TVB翡翠台,http://150.138.77.132:10037/150.php?id=翡翠台
TVB新闻台,http://150.138.77.132:10037/150.php?id=无线新闻台
TVB明珠台,http://150.138.77.132:10037/150.php?id=明珠台
TVB黄金华剧台,http://150.138.77.132:10037/150.php?id=黄金华剧台
Now爆谷台,http://150.138.77.132:10037/150.php?id=Now爆谷台
Now星影台,http://150.138.77.132:10037/150.php?id=Now星影台
Now新闻台,http://150.138.77.132:10037/150.php?id=Now新闻台
HOY资讯台,http://150.138.77.132:10037/150.php?id=HOY资讯台
澳门莲花台,http://150.138.77.132:10037/150.php?id=澳门莲花
凤凰卫视中文台,http://150.138.77.132:10037/150.php?id=凤凰中文
凤凰卫视资讯台,http://150.138.77.132:10037/150.php?id=凤凰资讯
凤凰卫视香港台,http://150.138.77.132:10037/150.php?id=凤凰香港台

中視,http://150.138.77.132:10037/150.php?id=中視
华視,http://150.138.77.132:10037/150.php?id=华視
公視,http://150.138.77.132:10037/150.php?id=公視
民視,http://150.138.77.132:10037/150.php?id=民視
台視,http://150.138.77.132:10037/150.php?id=台視
星空卫视,http://150.138.77.132:10037/150.php?id=星空衛視


民視第一台,http://150.138.77.132:10037/150.php?id=民視第一台
民視影剧台,http://150.138.77.132:10037/150.php?id=民視影剧台
民視旅游台,http://150.138.77.132:10037/150.php?id=民視旅游台
民視综艺台,http://150.138.77.132:10037/150.php?id=民視综艺台
民視新闻台,http://150.138.77.132:10037/150.php?id=民視新闻台
民視台湾台,http://150.138.77.132:10037/150.php?id=民視台湾台
台湾戏剧台,http://150.138.77.132:10037/150.php?id=公視戏剧台
台視综合台,http://150.138.77.132:10037/150.php?id=台視综合台
台視新闻台,http://150.138.77.132:10037/150.php?id=台視新闻
中視新闻台,http://150.138.77.132:10037/150.php?id=中視新闻台
中視经典台,http://150.138.77.132:10037/150.php?id=中視经典台
中視菁采台,http://150.138.77.132:10037/150.php?id=中視菁采台
中天新闻台,http://150.138.77.132:10037/150.php?id=中天新闻
中天新闻台+,http://150.138.77.132:10037/150.php?id=中天CTl%2B
八大精彩台,http://150.138.77.132:10037/150.php?id=八大精彩台
三立综合台,http://150.138.77.132:10037/150.php?id=三立综合台
三立新闻台,http://150.138.77.132:10037/150.php?id=三立新闻台
三立新闻台+,http://150.138.77.132:10037/150.php?id=三立INEWS
TVBS,http://150.138.77.132:10037/150.php?id=TVBS
TVBS欢乐台,http://150.138.77.132:10037/150.php?id=TVBS欢乐台
TVBS精采台,http://150.138.77.132:10037/150.php?id=TVBS精采台
ELTA日韩台,http://150.138.77.132:10037/150.php?id=ELTA日韩
ELTA综合台,http://150.138.77.132:10037/150.php?id=ELTA综合
ELTA影剧台,http://150.138.77.132:10037/150.php?id=ELTA影剧
ELTA娱乐台,http://150.138.77.132:10037/150.php?id=ELTA娱乐
JET综合台,http://150.138.77.132:10037/150.php?id=JET综合台
华艺中文台,http://150.138.77.132:10037/150.php?id=華藝中文台
寰宇新闻台,http://150.138.77.132:10037/150.php?id=寰宇新闻台
寰宇新闻台湾台,http://150.138.77.132:10037/150.php?id=寰宇新闻台湾台
年代新闻台,http://150.138.77.132:10037/150.php?id=年代新闻
龙华电影台,http://150.138.77.132:10037/150.php?id=龙华电影
龙华影剧台,http://150.138.77.132:10037/150.php?id=龙华影剧
龙华日韩台,http://150.138.77.132:10037/150.php?id=龙华日韩
龙华戏剧台,http://150.138.77.132:10037/150.php?id=龙华戏剧
龙华经典台,http://150.138.77.132:10037/150.php?id=龙华经典
龙华偶像台,http://150.138.77.132:10037/150.php?id=龙华偶像
龙华卡通台,http://150.138.77.132:10037/150.php?id=龙华卡通
纬来电影台,http://150.138.77.132:10037/150.php?id=纬来电影
纬来日本台,http://150.138.77.132:10037/150.php?id=纬来日本
东森电影台,http://150.138.77.132:10037/150.php?id=东森电影
东森洋片台,http://150.138.77.132:10037/150.php?id=东森洋片
东森新闻台,http://150.138.77.132:10037/150.php?id=东森新闻
东森超视台,http://150.138.77.132:10037/150.php?id=东森超视
靖天综合台,http://150.138.77.132:10037/150.php?id=靖天综合台
靖天日本台,http://150.138.77.132:10037/150.php?id=靖天日本台
靖天卡通台,http://150.138.77.132:10037/150.php?id=靖天卡通台
靖洋卡通台,http://150.138.77.132:10037/150.php?id=靖洋卡通台
靖天电影台,http://150.138.77.132:10037/150.php?id=靖天电影台
靖天戏剧台,http://150.138.77.132:10037/150.php?id=靖天戏剧台
靖洋戏剧台,http://150.138.77.132:10037/150.php?id=靖洋戏剧台
靖天育乐台,http://150.138.77.132:10037/150.php?id=靖天育乐台
靖天映画台,http://150.138.77.132:10037/150.php?id=靖天映画台
靖天欢乐台,http://150.138.77.132:10037/150.php?id=靖天欢乐台
ROCK超级娱乐,http://150.138.77.132:10037/150.php?id=ROCK超级娱乐
CatchPlay电影台,http://150.138.77.132:10037/150.php?id=CatchPlay电影台
Astro 爱奇艺,http://150.138.77.132:10037/150.php?id=爱奇艺
PopC电影台,http://150.138.77.132:10037/150.php?id=POPC
AMC电影台,http://150.138.77.132:10037/150.php?id=AMC电影台
华纳电影台,http://150.138.77.132:10037/150.php?id=华纳电影

翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,p3p://167.114.175.6:55331/66c04cec000a20ac2dbf03c71cf661c9
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
