

藏海传,#genre#
藏海传第31集,https://cdn.yzzy27-play.com/20250602/5224_cc384c68/index.m3u8
藏海传第32集,https://cdn.yzzy27-play.com/20250602/5225_169582a7/index.m3u8
藏海传第33集,https://cdn.yzzy27-play.com/20250603/5392_2a106655/index.m3u8
藏海传第34集,https://cdn.yzzy27-play.com/20250603/5393_1b9e43c1/index.m3u8
藏海传第35集,https://cdn.yzzy28-play.com/20250603/2131_a869ccbc/index.m3u8
藏海传第36集,https://cdn.yzzy28-play.com/20250603/2134_fca0789e/index.m3u8
藏海传第37集,https://cdn.yzzy28-play.com/20250603/2139_37d097ca/index.m3u8
藏海传第38集,https://cdn.yzzy27-play.com/20250604/5457_618b0fff/index.m3u8
藏海传第39集,https://cdn.yzzy28-play.com/20250603/2140_23c97e9c/index.m3u8
藏海传第40集,https://cdn.yzzy28-play.com/20250603/2141_5d6646aa/index.m3u8

落花时节又逢君,#genre#
1,https://vip.dytt-cinema.com/20250428/21454_93af4610/index.m3u8
2,https://vip.dytt-cinema.com/20250428/21453_85d6066a/index.m3u8
3,https://vip.dytt-cinema.com/20250428/21452_51e7fea7/index.m3u8
4,https://vip.dytt-cinema.com/20250428/21455_42afdcd3/index.m3u8
5,https://vip.dytt-cinema.com/20250429/21550_eba793e0/index.m3u8
6,https://vip.dytt-cinema.com/20250429/21551_70c6abb0/index.m3u8
7,https://vip.dytt-hot.com/20250430/88219_3516e6f4/index.m3u8
8,https://vip.dytt-hot.com/20250430/88218_d987fd77/index.m3u8
9,https://vip.dytt-cinema.com/20250501/21630_646b02e1/index.m3u8
10,https://vip.dytt-cinema.com/20250501/21629_8554f640/index.m3u8
11,https://vip.dytt-cinema.com/20250502/21679_3e0ae347/index.m3u8
12,https://vip.dytt-cinema.com/20250503/21744_3312a1d2/index.m3u8
13,https://vip.dytt-cinema.com/20250504/21873_4ddb6f74/index.m3u8
14,https://vip.dytt-hot.com/20250505/88818_a65b4d7b/index.m3u8
15,https://vip.dytt-hot.com/20250505/88819_a355762f/index.m3u8
16,https://vip.dytt-hot.com/20250506/88908_da7a8538/index.m3u8
17,https://vip.dytt-hot.com/20250506/88899_dd084350/index.m3u8
18,https://vip.dytt-hot.com/20250507/89032_07d956ee/index.m3u8
19,https://vip.dytt-cinema.com/20250507/22020_47f64e75/index.m3u8
20,https://vip.dytt-hot.com/20250508/89174_7f6ef739/index.m3u8
21,https://vip.dytt-hot.com/20250508/89178_8b727f5d/index.m3u8
22,https://vip.dytt-hot.com/20250509/89275_59b1da0b/index.m3u8
23,https://vip.dytt-hot.com/20250510/89383_b3ec53dc/index.m3u8
24,https://vip.dytt-hot.com/20250511/89491_6bb1e243/index.m3u8
25,https://vip.dytt-hot.com/20250512/89564_2031a970/index.m3u8
26,https://vip.dytt-hot.com/20250512/89563_a3bc3a33/index.m3u8
27,https://vip.dytt-hot.com/20250513/89694_ffc323ac/index.m3u8
28,https://vip.dytt-hot.com/20250513/89693_dc90024c/index.m3u8
29,https://vip.dytt-hot.com/20250514/89793_583a55af/index.m3u8
30,https://vip.dytt-hot.com/20250514/89792_15fdf907/index.m3u8
31,https://vip.dytt-hot.com/20250515/89950_40f550c5/index.m3u8
32,https://vip.dytt-hot.com/20250515/89952_0aaa2120/index.m3u8
33,https://vvip.high26-playback.com/20250517/7301_9c779f56/index.m3u8
34,https://cdn.yzzy28-play.com/20250517/163_0777d5c1/index.m3u8
35,https://cdn.yzzy28-play.com/20250518/264_d6baf65e/index.m3u8
36,https://cdn.yzzy27-play.com/20250519/3774_73f104c9/index.m3u8
37,https://cdn.yzzy27-play.com/20250519/3775_f2b93ce0/index.m3u8
38,https://cdn.yzzy28-play.com/20250518/265_e56954b4/index.m3u8
39,https://vvip.high26-playback.com/20250519/7582_48c4a756/index.m3u8
40,https://vvip.high26-playback.com/20250519/7583_9ddc70b3/index.m3u8

1,https://cdn.yzzy27-play.com/20250429/1200_fe2d0103/index.m3u8
2,https://cdn.yzzy27-play.com/20250429/1201_7501e5d4/index.m3u8
3,https://cdn.yzzy27-play.com/20250429/1202_147702db/index.m3u8
4,https://cdn.yzzy27-play.com/20250429/1203_491442df/index.m3u8
5,https://svip.high25-playback.com/20250429/25289_1751a9a2/index.m3u8
6,https://svip.high25-playback.com/20250429/25290_44f95c37/index.m3u8
7,https://vvip.high26-playback.com/20250501/5635_6b493230/index.m3u8
8,https://vvip.high26-playback.com/20250501/5636_203cb085/index.m3u8
9,https://svip.high25-playback.com/20250501/25523_23f8361e/index.m3u8
10,https://svip.high25-playback.com/20250501/25524_22269b8c/index.m3u8
11,https://svip.high25-playback.com/20250502/25603_53e4db6f/index.m3u8
12,https://vvip.high26-playback.com/20250504/5880_055e31fa/index.m3u8
13,https://svip.high25-playback.com/20250504/25800_6d4a2c26/index.m3u8
14,https://vvip.high26-playback.com/20250506/5962_baeabb8f/index.m3u8
15,https://vvip.high26-playback.com/20250506/5963_680390c5/index.m3u8
16,https://cdn.yzzy27-play.com/20250507/2306_f976b57b/index.m3u8
17,https://cdn.yzzy27-play.com/20250507/2307_6211080f/index.m3u8
18,https://cdn.yzzy27-play.com/20250508/2442_6048ff4e/index.m3u8
19,https://cdn.yzzy27-play.com/20250508/2443_24e27b86/index.m3u8
20,https://vvip.high26-playback.com/20250509/6264_8ab7f718/index.m3u8
21,https://vvip.high26-playback.com/20250509/6265_b3b25a26/index.m3u8
22,https://cdn.yzzy27-play.com/20250510/2682_f15eda31/index.m3u8
23,https://cdn.yzzy27-play.com/20250511/2791_ad82140c/index.m3u8
24,https://vvip.high26-playback.com/20250512/6810_4f1927ff/index.m3u8
25,https://cdn.yzzy27-play.com/20250513/3046_975e6107/index.m3u8
26,https://cdn.yzzy27-play.com/20250513/3047_8e489b49/index.m3u8
27,https://vvip.high26-playback.com/20250514/6933_ef2ee09e/index.m3u8
28,https://vvip.high26-playback.com/20250514/6934_10ffbba2/index.m3u8
29,https://cdn.yzzy27-play.com/20250515/3305_b848edae/index.m3u8
30,https://cdn.yzzy27-play.com/20250515/3306_16fc18d7/index.m3u8
31,https://cdn.yzzy27-play.com/20250516/3479_6950aa02/index.m3u8
32,https://cdn.yzzy27-play.com/20250516/3480_e8e0dd18/index.m3u8
33,https://vvip.high26-playback.com/20250517/7301_9c779f56/index.m3u8
34,https://cdn.yzzy28-play.com/20250517/163_0777d5c1/index.m3u8
35,https://cdn.yzzy28-play.com/20250518/264_d6baf65e/index.m3u8
36,https://cdn.yzzy27-play.com/20250519/3774_73f104c9/index.m3u8
37,https://cdn.yzzy27-play.com/20250519/3775_f2b93ce0/index.m3u8
38,https://cdn.yzzy28-play.com/20250518/265_e56954b4/index.m3u8
39,https://vvip.high26-playback.com/20250519/7582_48c4a756/index.m3u8
40,https://vvip.high26-playback.com/20250519/7583_9ddc70b3/index.m3u8



穆桂英之寡妇西征,#genre#
1,https://vip.ffzy-play10.com/20221214/2788_128a3418/2000k/hls/mixed.m3u8
2,https://vip.ffzy-play10.com/20221214/2786_be1235d3/2000k/hls/mixed.m3u8
3,https://vip.ffzy-play10.com/20221214/2789_5a21a9de/2000k/hls/mixed.m3u8
4,https://vip.ffzy-play10.com/20221214/2808_f545aae4/2000k/hls/mixed.m3u8
5,https://vip.ffzy-play10.com/20221214/2810_c2d19db4/2000k/hls/mixed.m3u8
6,https://vip.ffzy-play10.com/20221214/2811_adc06554/2000k/hls/mixed.m3u8
7,https://vip.ffzy-play10.com/20221214/2809_15c1cade/2000k/hls/mixed.m3u8
8,https://vip.ffzy-play10.com/20221215/3111_99928301/2000k/hls/mixed.m3u8
9,https://vip.ffzy-play10.com/20221214/2749_1c6bd793/2000k/hls/mixed.m3u8
10,https://vip.ffzy-play10.com/20221214/2812_b1cf8f8f/2000k/hls/mixed.m3u8
11,https://vip.ffzy-play10.com/20221214/2828_2c7d66f9/2000k/hls/mixed.m3u8
12,https://vip.ffzy-play10.com/20221214/2824_fbe5a172/2000k/hls/mixed.m3u8
13,https://vip.ffzy-play10.com/20221214/2750_c85b0412/2000k/hls/mixed.m3u8
14,https://vip.ffzy-play10.com/20221214/2761_88ac7f2b/2000k/hls/mixed.m3u8
15,https://vip.ffzy-play10.com/20221214/2763_492946a0/2000k/hls/mixed.m3u8
16,https://vip.ffzy-play10.com/20221214/2762_e681bb1c/2000k/hls/mixed.m3u8
17,https://vip.ffzy-play10.com/20221214/2764_1bb0cc0c/2000k/hls/mixed.m3u8
18,https://vip.ffzy-play10.com/20221214/2825_62bcfc61/2000k/hls/mixed.m3u8
19,https://vip.ffzy-play10.com/20221214/2826_4988c235/2000k/hls/mixed.m3u8
20,https://vip.ffzy-play10.com/20221214/2827_12731280/2000k/hls/mixed.m3u8
21,https://vip.ffzy-play10.com/20221214/2840_5fd627cb/2000k/hls/mixed.m3u8
22,https://vip.ffzy-play10.com/20221214/2765_19dbec4b/2000k/hls/mixed.m3u8
23,https://vip.ffzy-play10.com/20221215/3119_a325aa30/2000k/hls/mixed.m3u8
24,https://vip.ffzy-play10.com/20221214/2841_d0fa3205/2000k/hls/mixed.m3u8
25,https://vip.ffzy-play10.com/20221214/2842_d2b010be/2000k/hls/mixed.m3u8
26,https://vip.ffzy-play10.com/20221215/3118_d76759b0/2000k/hls/mixed.m3u8
27,https://vip.ffzy-play10.com/20221214/2843_99e73baf/2000k/hls/mixed.m3u8
28,https://vip.ffzy-play10.com/20221214/2844_3610b806/2000k/hls/mixed.m3u8

🇭🇰侠客行,#genre#
1,https://vip.ffzy-play.com/20221102/10460_bb0eeb51/index.m3u8
2,https://vip.ffzy-play.com/20221102/10462_32b4cabc/index.m3u8
3,https://vip.ffzy-play.com/20221102/10463_d078bfd3/index.m3u8
4,https://vip.ffzy-play.com/20221102/10461_d9d2b0dd/index.m3u8
5,https://vip.ffzy-play.com/20221102/10464_6bf57d86/index.m3u8
6,https://vip.ffzy-play.com/20221102/10465_2f7a39c9/index.m3u8
7,https://vip.ffzy-play.com/20221102/10466_ba402561/index.m3u8
8,https://vip.ffzy-play.com/20221102/10468_9c0463e6/index.m3u8
9,https://vip.ffzy-play.com/20221102/10470_b3e28816/index.m3u8
10,https://vip.ffzy-play.com/20221102/10469_ad7aca6d/index.m3u8
11,https://vip.ffzy-play.com/20221102/10467_9335a6d1/index.m3u8
12,https://vip.ffzy-play.com/20221102/10471_2de4d2d5/index.m3u8
13,https://vip.ffzy-play.com/20221102/10475_9f32bc6b/index.m3u8
14,https://vip.ffzy-play.com/20221102/10472_00e4758e/index.m3u8
15,https://vip.ffzy-play.com/20221102/10473_a03e5d11/index.m3u8
16,https://vip.ffzy-play.com/20221102/10474_417c76e9/index.m3u8
17,https://vip.ffzy-play.com/20221102/10479_713b795b/index.m3u8
18,https://vip.ffzy-play.com/20221102/10476_64c014ea/index.m3u8
19,https://vip.ffzy-play.com/20221102/10477_50edf57d/index.m3u8
20,https://vip.ffzy-play.com/20221102/10478_efa4576d/index.m3u8
侠客行2017,#genre#
1,https://wolongzywcdn3.com:65/20220504/53QZI1kf/index.m3u8
2,https://wolongzywcdn3.com:65/20220504/D5hcBsip/index.m3u8
3,https://wolongzywcdn3.com:65/20220504/AyJblufk/index.m3u8
4,https://wolongzywcdn3.com:65/20220504/d7H8Zrgy/index.m3u8
5,https://wolongzywcdn3.com:65/20220504/3q1oJ0jj/index.m3u8
6,https://wolongzywcdn3.com:65/20220504/jLBBjWRf/index.m3u8
7,https://wolongzywcdn3.com:65/20220504/fZMaqhkA/index.m3u8
8,https://wolongzywcdn3.com:65/20220504/yFwhYceg/index.m3u8
9,https://wolongzywcdn3.com:65/20220504/3d5cIz6S/index.m3u8
10,https://wolongzywcdn3.com:65/20220504/t576HP5t/index.m3u8
11,https://wolongzywcdn3.com:65/20220504/aapJXLCq/index.m3u8
12,https://wolongzywcdn3.com:65/20220504/ofCqnIHD/index.m3u8
13,https://wolongzywcdn3.com:65/20220504/ug7M8KP8/index.m3u8
14,https://wolongzywcdn3.com:65/20220504/lfNFufs6/index.m3u8
15,https://wolongzywcdn3.com:65/20220504/wHjAIV5m/index.m3u8
16,https://wolongzywcdn3.com:65/20220504/VBR5ZIPo/index.m3u8
17,https://wolongzywcdn3.com:65/20220504/mkJs4BeB/index.m3u8
18,https://wolongzywcdn3.com:65/20220504/wvgCcqXt/index.m3u8
19,https://wolongzywcdn3.com:65/20220504/RsGSXLiQ/index.m3u8
20,https://wolongzywcdn3.com:65/20220504/uekM9Fa9/index.m3u8
21,https://wolongzywcdn3.com:65/20220504/xugBNlNm/index.m3u8
22,https://wolongzywcdn3.com:65/20220504/cmTVJH9T/index.m3u8
23,https://wolongzywcdn3.com:65/20220504/NFNQ0qVN/index.m3u8
24,https://wolongzywcdn3.com:65/20220504/6bSsjqWC/index.m3u8
25,https://wolongzywcdn3.com:65/20220504/Q56p5ta6/index.m3u8
26,https://wolongzywcdn3.com:65/20220504/KrkFiC4t/index.m3u8
27,https://wolongzywcdn3.com:65/20220504/htANXOGv/index.m3u8
28,https://wolongzywcdn3.com:65/20220504/z5JgcceF/index.m3u8
29,https://wolongzywcdn3.com:65/20220504/3yAm7pmX/index.m3u8
30,https://wolongzywcdn3.com:65/20220504/aW9PXfVh/index.m3u8
31,https://wolongzywcdn3.com:65/20220504/P0cWuSTo/index.m3u8
32,https://wolongzywcdn3.com:65/20220504/5rAPZ7ij/index.m3u8
铁血警魂,#genre#
1,https://vip.ffzy-play1.com/20221230/43782_280b571d/2000k/hls/mixed.m3u8
2,https://vip.ffzy-play1.com/20221230/43781_0bcf5cdc/2000k/hls/mixed.m3u8
3,https://vip.ffzy-play1.com/20221230/43779_f67c32b7/2000k/hls/mixed.m3u8
4,https://vip.ffzy-play1.com/20221230/43780_b2577409/2000k/hls/mixed.m3u8
5,https://vip.ffzy-play1.com/20221230/43784_e6914af4/2000k/hls/mixed.m3u8
6,https://vip.ffzy-play1.com/20221230/43783_6f84142b/2000k/hls/mixed.m3u8
7,https://vip.ffzy-play1.com/20221230/43785_51cc0f80/2000k/hls/mixed.m3u8
8,https://vip.ffzy-play1.com/20221230/43786_8950f42b/2000k/hls/mixed.m3u8
9,https://vip.ffzy-play1.com/20221230/43788_de37ea58/2000k/hls/mixed.m3u8
10,https://vip.ffzy-play1.com/20221230/43787_1207b9ce/2000k/hls/mixed.m3u8
11,https://vip.ffzy-play1.com/20221230/43789_4161a841/2000k/hls/mixed.m3u8
12,https://vip.ffzy-play1.com/20221230/43790_258659ee/2000k/hls/mixed.m3u8
13,https://vip.ffzy-play1.com/20221230/43792_6a557b27/2000k/hls/mixed.m3u8
14,https://vip.ffzy-play1.com/20221230/43791_99567c02/2000k/hls/mixed.m3u8
15,https://vip.ffzy-play1.com/20221230/43793_e2f4a16d/2000k/hls/mixed.m3u8
16,https://vip.ffzy-play1.com/20221230/43795_7bd3a347/2000k/hls/mixed.m3u8
17,https://vip.ffzy-play1.com/20221230/43797_dd3602f9/2000k/hls/mixed.m3u8
18,https://vip.ffzy-play1.com/20221230/43794_6d3cc668/2000k/hls/mixed.m3u8
19,https://vip.ffzy-play1.com/20221230/43798_71a7d28d/2000k/hls/mixed.m3u8


聊斋,#genre#
第01集,https://vip1.lz-cdn8.com/20220813/21334_7a171487/1000k/hls/mixed.m3u8
第02集,https://vip.kuaikan-cdn3.com/20231103/1bEWkWch/index.m3u8
第03集,https://vip1.lz-cdn8.com/20220813/21336_25db3fe0/1000k/hls/mixed.m3u8
第04集,https://vip1.lz-cdn8.com/20220813/21337_3cba9106/1000k/hls/mixed.m3u8
第05集,https://vip1.lz-cdn8.com/20220813/21338_0d8f37f0/1000k/hls/mixed.m3u8
第06集,https://vip1.lz-cdn8.com/20220813/21339_8a56f637/1000k/hls/mixed.m3u8
第07集,https://vip1.lz-cdn8.com/20220813/21340_460c8324/1000k/hls/mixed.m3u8
第08集,https://vip1.lz-cdn8.com/20220813/21341_05e75ccb/1000k/hls/mixed.m3u8
第09集,https://vip1.lz-cdn8.com/20220813/21342_81285d8f/1000k/hls/mixed.m3u8
第10集,https://vip1.lz-cdn8.com/20220813/21343_448fe6d0/1000k/hls/mixed.m3u8
第11集,https://vip1.lz-cdn8.com/20220813/21344_04f20d6c/1000k/hls/mixed.m3u8
第12集,https://vip1.lz-cdn8.com/20220813/21345_cdb1d49f/1000k/hls/mixed.m3u8
第13集,https://vip1.lz-cdn8.com/20220813/21346_cc97da0c/1000k/hls/mixed.m3u8
第14集,https://vip1.lz-cdn8.com/20220813/21347_179f66b6/1000k/hls/mixed.m3u8
第15集,https://vip1.lz-cdn8.com/20220813/21348_a7e2cca3/1000k/hls/mixed.m3u8
第16集,https://vip1.lz-cdn8.com/20220813/21349_177375c5/1000k/hls/mixed.m3u8
第17集,https://vip1.lz-cdn8.com/20220813/21350_4e55e09f/1000k/hls/mixed.m3u8
第18集,https://vip1.lz-cdn8.com/20220813/21351_473e30b9/1000k/hls/mixed.m3u8
第19集,https://vip1.lz-cdn8.com/20220813/21352_28dd8749/1000k/hls/mixed.m3u8
第20集,https://vip1.lz-cdn8.com/20220813/21353_19d464c0/1000k/hls/mixed.m3u8
第21集,https://vip1.lz-cdn8.com/20220813/21354_2d08aaa6/1000k/hls/mixed.m3u8
第22集,https://vip1.lz-cdn8.com/20220813/21355_8b56b86e/1000k/hls/mixed.m3u8
第23集,https://vip1.lz-cdn8.com/20220813/21356_92aa3229/1000k/hls/mixed.m3u8
第24集,https://vip1.lz-cdn8.com/20220813/21357_6ec8cc86/1000k/hls/mixed.m3u8
第25集,https://vip1.lz-cdn8.com/20220813/21358_471ef138/1000k/hls/mixed.m3u8
第26集,https://vip1.lz-cdn8.com/20220813/21359_0e1e7cc7/1000k/hls/mixed.m3u8
第27集,https://vip1.lz-cdn8.com/20220813/21360_743b46a5/1000k/hls/mixed.m3u8
第28集,https://vip1.lz-cdn8.com/20220813/21361_ee37c520/1000k/hls/mixed.m3u8
第29集,https://vip1.lz-cdn8.com/20220813/21362_77df21d9/1000k/hls/mixed.m3u8
第30集,https://vip1.lz-cdn8.com/20220813/21363_360687a9/1000k/hls/mixed.m3u8
第31集,https://vip1.lz-cdn8.com/20220813/21364_9a109446/1000k/hls/mixed.m3u8
第32集,https://vip1.lz-cdn8.com/20220813/21365_2fc5077a/1000k/hls/mixed.m3u8
第33集,https://vip1.lz-cdn8.com/20220813/21366_6b55e94b/1000k/hls/mixed.m3u8
第34集,https://vip1.lz-cdn8.com/20220813/21367_60624c1f/1000k/hls/mixed.m3u8
第35集,https://vip1.lz-cdn8.com/20220813/21368_86912064/1000k/hls/mixed.m3u8
第36集,https://vip1.lz-cdn8.com/20220813/21369_e26b6ca3/1000k/hls/mixed.m3u8
第37集,https://vip1.lz-cdn8.com/20220813/21370_e9534ee0/1000k/hls/mixed.m3u8
第38集,https://vip1.lz-cdn8.com/20220813/21371_125b38b7/1000k/hls/mixed.m3u8
第39集,https://vip1.lz-cdn8.com/20220813/21372_cfdbec50/1000k/hls/mixed.m3u8
第40集,https://vip1.lz-cdn8.com/20220813/21373_b27d6b08/1000k/hls/mixed.m3u8
第41集,https://vip1.lz-cdn8.com/20220813/21374_ec857edb/1000k/hls/mixed.m3u8
第42集,https://vip1.lz-cdn8.com/20220813/21375_1df062ad/1000k/hls/mixed.m3u8
第43集,https://vip1.lz-cdn8.com/20220813/21376_fbe26204/1000k/hls/mixed.m3u8
第44集,https://vip1.lz-cdn8.com/20220813/21377_b26c0c4d/1000k/hls/mixed.m3u8
第45集,https://vip1.lz-cdn8.com/20220813/21378_21f04a8a/1000k/hls/mixed.m3u8
第46集,https://vip1.lz-cdn8.com/20220813/21379_75319407/1000k/hls/mixed.m3u8
第47集,https://vip1.lz-cdn8.com/20220813/21380_72b5fc93/1000k/hls/mixed.m3u8
第48集,https://vip1.lz-cdn8.com/20220813/21381_939e3f8d/1000k/hls/mixed.m3u8
第49集,https://vip1.lz-cdn8.com/20220813/21382_e738223f/1000k/hls/mixed.m3u8
第50集,https://vip1.lz-cdn8.com/20220813/21383_6c72d629/1000k/hls/mixed.m3u8
第51集,https://vip1.lz-cdn8.com/20220813/21384_054cc54a/1000k/hls/mixed.m3u8
第52集,https://vip1.lz-cdn8.com/20220813/21385_521d6d4c/1000k/hls/mixed.m3u8
第53集,https://vip1.lz-cdn8.com/20220813/21386_818abf6c/1000k/hls/mixed.m3u8
第54集,https://vip1.lz-cdn8.com/20220813/21387_d78d7ad2/1000k/hls/mixed.m3u8
第55集,https://vip1.lz-cdn8.com/20220813/21388_f211c716/1000k/hls/mixed.m3u8
第56集,https://vip1.lz-cdn8.com/20220813/21389_fcec1d92/1000k/hls/mixed.m3u8
第57集,https://vip1.lz-cdn8.com/20220813/21391_347bd2cc/1000k/hls/mixed.m3u8
第58集,https://vip1.lz-cdn8.com/20220813/21390_cb0cf0a6/1000k/hls/mixed.m3u8
第59集,https://vip1.lz-cdn8.com/20220813/21392_64c89827/1000k/hls/mixed.m3u8
第60集,https://vip1.lz-cdn8.com/20220813/21393_487b99b9/1000k/hls/mixed.m3u8
第61集,https://vip1.lz-cdn8.com/20220813/21394_d83c1fae/1000k/hls/mixed.m3u8
第62集,https://vip1.lz-cdn8.com/20220813/21395_85a043fd/1000k/hls/mixed.m3u8
第63集,https://vip1.lz-cdn8.com/20220813/21396_e2b80c3e/1000k/hls/mixed.m3u8
第64集,https://vip1.lz-cdn8.com/20220813/21397_c3565003/1000k/hls/mixed.m3u8
第65集,https://vip1.lz-cdn8.com/20220813/21398_476fd9e7/1000k/hls/mixed.m3u8
第66集,https://vip1.lz-cdn8.com/20220813/21399_c4725ce4/1000k/hls/mixed.m3u8
第67集,https://vip1.lz-cdn8.com/20220813/21400_cae81270/1000k/hls/mixed.m3u8
第68集,https://vip1.lz-cdn8.com/20220813/21401_5c181907/1000k/hls/mixed.m3u8
第69集,https://vip1.lz-cdn8.com/20220813/21402_50f7285d/1000k/hls/mixed.m3u8
第70集,https://vip1.lz-cdn8.com/20220813/21403_38d3163f/1000k/hls/mixed.m3u8
第71集,https://vip1.lz-cdn8.com/20220813/21404_28725607/1000k/hls/mixed.m3u8
第72集,https://vip1.lz-cdn8.com/20220813/21405_ab1fa7c5/1000k/hls/mixed.m3u8
第73集,https://vip1.lz-cdn8.com/20220813/21406_a08a2be7/1000k/hls/mixed.m3u8
第74集,https://vip1.lz-cdn8.com/20220813/21407_b3bf66f3/1000k/hls/mixed.m3u8
第75集,https://vip1.lz-cdn8.com/20220813/21408_a766595f/1000k/hls/mixed.m3u8


纯真的年代,#genre#
1,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC01%E9%9B%86/index.m3u8
2,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC02%E9%9B%86/index.m3u8
3,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC03%E9%9B%86/index.m3u8
4,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC04%E9%9B%86/index.m3u8
5,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC05%E9%9B%86/index.m3u8
6,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC06%E9%9B%86/index.m3u8
7,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC07%E9%9B%86/index.m3u8
8,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC08%E9%9B%86/index.m3u8
9,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC09%E9%9B%86/index.m3u8
10,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC10%E9%9B%86/index.m3u8
11,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC11%E9%9B%86/index.m3u8
12,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC12%E9%9B%86/index.m3u8
13,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC13%E9%9B%86/index.m3u8
14,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC14%E9%9B%86/index.m3u8
15,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC15%E9%9B%86/index.m3u8
16,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC16%E9%9B%86/index.m3u8
17,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC17%E9%9B%86/index.m3u8
18,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC18%E9%9B%86/index.m3u8
19,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC19%E9%9B%86/index.m3u8
20,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC20%E9%9B%86/index.m3u8
21,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC21%E9%9B%86/index.m3u8
22,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC22%E9%9B%86/index.m3u8
23,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC23%E9%9B%86/index.m3u8
24,https://s2.bfzycdn.com/video/chunzhendeniandai/%E7%AC%AC24%E9%9B%86/index.m3u8
