提示,#genre#
DAZN 1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kgqd6h&tk=cl177bPI6scY
DAZN 2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IJYnoI&tk=cl177bPI6scY
爱尔达体育1台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wpJThf&tk=cl177bPI6scY
爱尔达体育2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rqEreO&tk=cl177bPI6scY
爱尔达体育3台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=k2wBWA&tk=cl177bPI6scY
爱尔达体育4台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=G0KLhD&tk=cl177bPI6scY
大爱一台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZpNl7s&tk=cl177bPI6scY
大爱二台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ftF0L3&tk=cl177bPI6scY
HBO HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qMQp9a&tk=cl177bPI6scY
好莱坞电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7AvMQG&tk=cl177bPI6scY
FOX新聞,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bKQqT8&tk=cl177bPI6scY
CNN新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0GYqzR&tk=cl177bPI6scY
BBC新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bsAebC&tk=cl177bPI6scY
Discovery,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=etNxJ4&tk=cl177bPI6scY
TVBS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Na2u1U&tk=cl177bPI6scY
TVBS新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X6FFU6&tk=cl177bPI6scY
中天新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5jsnCP&tk=cl177bPI6scY
中天亚洲台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vW7TMs&tk=cl177bPI6scY
台视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=x0CTFP&tk=cl177bPI6scY
华视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ACP1SB&tk=cl177bPI6scY
台视财经,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZTnKGk&tk=cl177bPI6scY
中视新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=O6zJke&tk=cl177bPI6scY
非凡新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3k7UnG&tk=cl177bPI6scY
镜新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kgLf5o&tk=cl177bPI6scY
东森新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=miXIt5&tk=cl177bPI6scY
东森财经新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SIo3vR&tk=cl177bPI6scY
半岛新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2sfokC&tk=cl177bPI6scY
民视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BXq3K7&tk=cl177bPI6scY
民视台湾台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=H5qRqO&tk=cl177bPI6scY
寰宇新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cobOVv&tk=cl177bPI6scY
寰宇新闻台湾台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PFgPdn&tk=cl177bPI6scY
寰宇財經台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=66QRM7&tk=cl177bPI6scY
台视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DBuNiT&tk=cl177bPI6scY
民视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=07baJQ&tk=cl177bPI6scY
中视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cmAMQo&tk=cl177bPI6scY
华视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IQmO3k&tk=cl177bPI6scY
影迷數位電影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aC3w1p&tk=cl177bPI6scY
AMC电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7ZqZcC&tk=cl177bPI6scY
靖天电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bH5RZE&tk=cl177bPI6scY
龙华电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eksfLH&tk=cl177bPI6scY
采昌影剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=B8cOy9&tk=cl177bPI6scY
民视影剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DdcMN6&tk=cl177bPI6scY
龙华经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3qLCRk&tk=cl177bPI6scY
中视经典,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1thyJy&tk=cl177bPI6scY
台湾戏剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zxKOIi&tk=cl177bPI6scY
靖洋戏剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J7ia8N&tk=cl177bPI6scY
靖天戏剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FyfbSU&tk=cl177bPI6scY
公视戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fMW3Su&tk=cl177bPI6scY
龙华戏剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=isQ8rB&tk=cl177bPI6scY
智林体育台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4TVI3C&tk=cl177bPI6scY
时尚运动X,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aceg7d&tk=cl177bPI6scY
靖天育乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Bb3sRI&tk=cl177bPI6scY
博斯魅力,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Uvzx6I&tk=cl177bPI6scY
博斯高球1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=I0ZZoj&tk=cl177bPI6scY
博斯高球2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qhk5XU&tk=cl177bPI6scY
博斯运动1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2RUzzV&tk=cl177bPI6scY
博斯运动2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=t0KLji&tk=cl177bPI6scY
博斯网球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aTy0lC&tk=cl177bPI6scY
博斯无限,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2HVan1&tk=cl177bPI6scY
博斯无限2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s5mPz7&tk=cl177bPI6scY
TRACE SPORTS STARS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DXQLnD&tk=cl177bPI6scY
視納華仁紀實頻道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NxKxV3&tk=cl177bPI6scY
中视菁采,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hLBPBW&tk=cl177bPI6scY
八大精彩台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=T5CjH3&tk=cl177bPI6scY
八大综艺台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bti4YT&tk=cl177bPI6scY
TVBS精采台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XORowG&tk=cl177bPI6scY
TVBS欢乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EFqOGd&tk=cl177bPI6scY
靖天欢乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=r7aQsx&tk=cl177bPI6scY
靖天综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iInwe7&tk=cl177bPI6scY
靖天资讯台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sm2Wda&tk=cl177bPI6scY
靖天卡通台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=miKlie&tk=cl177bPI6scY
靖天日本台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Dgz4Vx&tk=cl177bPI6scY
靖洋卡通台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aYJ0nt&tk=cl177bPI6scY
靖天国际台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nJM2Ux&tk=cl177bPI6scY
靖天映画,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yuIfLV&tk=cl177bPI6scY
爱尔达娱乐,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=M5zMPj&tk=cl177bPI6scY
龙华卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ean4II&tk=cl177bPI6scY
龙华日韩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Al8QNQ&tk=cl177bPI6scY
龙华偶像,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DXpeDG&tk=cl177bPI6scY
民视综艺,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xDeKpA&tk=cl177bPI6scY
民视第一台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dPEJg3&tk=cl177bPI6scY
民视旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=95IFz7&tk=cl177bPI6scY
亚洲旅游台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QEwsBW&tk=cl177bPI6scY
客家电视台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FDdTVr&tk=cl177bPI6scY
爱放动漫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qplroD&tk=cl177bPI6scY
古典音乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Yt4SXr&tk=cl177bPI6scY
猪哥亮歌厅秀,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=P0jApc&tk=cl177bPI6scY
Smart知识台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fIloi4&tk=cl177bPI6scY
达文西频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ybxLws&tk=cl177bPI6scY
阿里郎,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RQzGnW&tk=cl177bPI6scY
生活英语台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ExtavC&tk=cl177bPI6scY
国际财经,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=83XUV5&tk=cl177bPI6scY
美国之音,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c63hmR&tk=cl177bPI6scY
好消息,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ahFuUs&tk=cl177bPI6scY
好消息2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vrVaFi&tk=cl177bPI6scY
非凡商业,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CwHYH3&tk=cl177bPI6scY
国会频道1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6LWh2e&tk=cl177bPI6scY
国会频道2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ts9y8f&tk=cl177bPI6scY
TRACE URBAN,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=H0czcH&tk=cl177bPI6scY
MEZZO LIVE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RYHHt6&tk=cl177bPI6scY
韩国娱乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iZ3vTc&tk=cl177bPI6scY
GinxTV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=T210wZ&tk=cl177bPI6scY
港澳,#genre#
凤凰卫视中文台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JyRxug&tk=cl177bPI6scY
凤凰卫视资讯台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=nkGgPT&tk=cl177bPI6scY
凤凰卫视香港台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zh7E7E&tk=cl177bPI6scY
赛马18台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dzrkgy&tk=cl177bPI6scY
TVB无线新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qceDWL&tk=cl177bPI6scY
TVB翡翠台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iPvmk4&tk=cl177bPI6scY
华丽翡翠台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=o62pqw&tk=cl177bPI6scY
TVB明珠台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rNAspy&tk=cl177bPI6scY
TVB Plus,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kDsKBA&tk=cl177bPI6scY
TVB娱乐新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=cO0AKI&tk=cl177bPI6scY
美亚电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2bV3Yk&tk=cl177bPI6scY
ViuTV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=doA8zw&tk=cl177bPI6scY
ViuTV6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Nq0yEZ&tk=cl177bPI6scY
NOW直播台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tcXHwm&tk=cl177bPI6scY
NOW新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3V7U1E&tk=cl177bPI6scY
NOW财经台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zAYskt&tk=cl177bPI6scY
HOY国际财经台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wwTu49&tk=cl177bPI6scY
HOY TV,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1KQtn1&tk=cl177bPI6scY
HOY资讯台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3N5CUX&tk=cl177bPI6scY
港台电视31,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mxLotF&tk=cl177bPI6scY
港台电视32,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WDgQuE&tk=cl177bPI6scY
中天新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rIR5lN&tk=cl177bPI6scY
中天新闻2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mWuglU&tk=cl177bPI6scY
东森新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=QhQmkh&tk=cl177bPI6scY
东森财经新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Gku2lv&tk=cl177bPI6scY
年代新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7dkZ1K&tk=cl177bPI6scY
寰宇新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=G1K2Dr&tk=cl177bPI6scY
寰宇新闻台湾台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OFr0v9&tk=cl177bPI6scY
台视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sCr6HC&tk=cl177bPI6scY
中视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oKC5zl&tk=cl177bPI6scY
华视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IdQQqX&tk=cl177bPI6scY
TVBS新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jM4QNm&tk=cl177bPI6scY
三立新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=W0Yazu&tk=cl177bPI6scY
镜电视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ioaokj&tk=cl177bPI6scY
非凡新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FLKGvF&tk=cl177bPI6scY
民视新闻台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sgJ7Ga&tk=cl177bPI6scY
民视第一台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tybHiK&tk=cl177bPI6scY
民视台湾台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=elRQlV&tk=cl177bPI6scY
民视影剧台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WIJrvM&tk=cl177bPI6scY
民视旅游台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dEfngF&tk=cl177bPI6scY
民视综艺台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1vwAci&tk=cl177bPI6scY
民视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Gwuj9Y&tk=cl177bPI6scY
台视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GKRV5v&tk=cl177bPI6scY
中视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XUajPn&tk=cl177bPI6scY
华视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZHmosi&tk=cl177bPI6scY
公视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=CzWI7f&tk=cl177bPI6scY
TVBS HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=weYUcM&tk=cl177bPI6scY
TVBS欢乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=48LsY6&tk=cl177bPI6scY
TVBS精彩台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hbESmv&tk=cl177bPI6scY
三立综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vsFlaI&tk=cl177bPI6scY
三立台湾台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WspO5M&tk=cl177bPI6scY
三立都会台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ydstko&tk=cl177bPI6scY
中天综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IGLPQw&tk=cl177bPI6scY
中天亚洲台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=dcuVMI&tk=cl177bPI6scY
纬来体育台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=iU4i5M&tk=cl177bPI6scY
纬来日本台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zMFbwd&tk=cl177bPI6scY
纬来育乐台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2FY2wX&tk=cl177bPI6scY
ELEVEN 1（DAZN 1）,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NzcDL5&tk=cl177bPI6scY
ELEVEN 2（DAZN 2）,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YKImDJ&tk=cl177bPI6scY
爱尔达体育1台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fSAXaE&tk=cl177bPI6scY
爱尔达体育2台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wpQRYa&tk=cl177bPI6scY
爱尔达体育3台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c80BlU&tk=cl177bPI6scY
爱尔达体育4台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WWutxH&tk=cl177bPI6scY
大爱一台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KbNHUE&tk=cl177bPI6scY
大爱二台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jvXAOD&tk=cl177bPI6scY
MOMO综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9Fw5ho&tk=cl177bPI6scY
东森超视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Cn1m7K&tk=cl177bPI6scY
东森综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zJf7Ky&tk=cl177bPI6scY
东森电影台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uWhYd8&tk=cl177bPI6scY
八大第一台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jqvyiz&tk=cl177bPI6scY
八大综合台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IqUc26&tk=cl177bPI6scY
好莱坞电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c53coE&tk=cl177bPI6scY
HBO HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3yFHQx&tk=cl177bPI6scY
FOX新聞,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Nt8N9O&tk=cl177bPI6scY
CNN新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Hleh8d&tk=cl177bPI6scY
BBC新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4HLRy0&tk=cl177bPI6scY
Discovery,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zgFOzZ&tk=cl177bPI6scY
央视,#genre#
CCTV1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gnwS8a&tk=cl177bPI6scY
CCTV2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hIECYG&tk=cl177bPI6scY
CCTV3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=we5pSK&tk=cl177bPI6scY
CCTV4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZWktwo&tk=cl177bPI6scY
CCTV5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=d7q5FM&tk=cl177bPI6scY
CCTV6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=r1Sg2q&tk=cl177bPI6scY
CCTV7,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YSC5Sf&tk=cl177bPI6scY
CCTV8,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mQUfyh&tk=cl177bPI6scY
CCTV9,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZwlLuT&tk=cl177bPI6scY
CCTV10,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eQSwHz&tk=cl177bPI6scY
CCTV11,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gfZz0z&tk=cl177bPI6scY
CCTV12,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wpGCfR&tk=cl177bPI6scY
CCTV13,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wjDZ0h&tk=cl177bPI6scY
CCTV14,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aMXK6Q&tk=cl177bPI6scY
CCTV15,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bmpGSL&tk=cl177bPI6scY
CCTV16,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=82LQGi&tk=cl177bPI6scY
卫视,#genre#
广东卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9L6kaz&tk=cl177bPI6scY
深圳卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jWooxR&tk=cl177bPI6scY
广西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ndtgkw&tk=cl177bPI6scY
海南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7fnpty&tk=cl177bPI6scY
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=z5OKd8&tk=cl177bPI6scY
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=hdfjqi&tk=cl177bPI6scY
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=P4koVw&tk=cl177bPI6scY
怀旧剧场,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GlQOdr&tk=cl177bPI6scY
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fte3Uk&tk=cl177bPI6scY
数字电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rG7Nj3&tk=cl177bPI6scY
