    <meta name="viewport" content="width=device-width, initial-scale=0.9">
河池科教生活,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226305/index.m3u8?servicetype=1
河池新闻综合,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226302/index.m3u8?servicetype=1
来宾电视台综合,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226290/index.m3u8?servicetype=1
崇左综合,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226314/index.m3u8?servicetype=1

安徽v6,#genre#
安徽经济高清,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_jjhd/index.m3u8
安徽影视高清,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_yshd/index.m3u8
安徽科教高清,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_kjhd/index.m3u8
安徽综艺高清,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_zyhd/index.m3u8
安徽公共高清,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_gghd/index.m3u8
安徽国际,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTahgj/index.m3u8
徽生活,http://[2409:8087:3002:23::140a]:8112/120000001002/GDhuish/index.m3u8
海豚生活,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/pltv-htsh/1.m3u8
睛彩安徽,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTjcah/index.m3u8
海豚健康,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThtjk/1.m3u8
海豚影视,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThtys/1.m3u8
海豚少儿,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThtse/1.m3u8
池州新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTChiZ_xwzh/index.m3u8
池州公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_chizhougg/index.m3u8
池州石台综合,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD12-576P-czst/1.m3u8
东至综合频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/HD12-1080P-czdzzh/1.m3u8
安庆公共频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD12-576P-aqggpd/1.m3u8
安庆新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTAQ_xwzh/index.m3u8
安庆黄梅戏教育频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD12-576P-aqhmx-jy/1.m3u8
桐城新闻综合频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_tcxw/1.m3u8
岳西新闻综合频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/ah_aqyxzh/1.m3u8
蚌埠新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTBB_xwzh/index.m3u8
蚌埠公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_bbggpd/index.m3u8
滁州新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTChuZ_xwzh/index.m3u8
滁州定远综合频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD12-576P-czdy1pd/1.m3u8
滁州凤阳一套,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_czfy1/index.m3u8
滁州公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_czggpd/index.m3u8
滁州科教频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_czkjpd/index.m3u8
滁州来安频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD12-576P-czla1pd/1.m3u8
明光综合频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_czmg1/index.m3u8
滁州全椒生活频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD12-576P-qjshpd/1.m3u8
全椒综合频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD12-576P-qjzhpd/1.m3u8
阜阳新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTFY_xwzh/index.m3u8
颍上新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_ysxwzh/index.m3u8
颍上经济生活,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_ysjjsh/index.m3u8
颍上综艺频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_yszy/index.m3u8
阜阳都市,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_fyjypd/index.m3u8
阜阳公共,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_fyggpd/index.m3u8
阜阳教育,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_fydspd/index.m3u8
阜阳临泉频道,http://tvindexlive01.ah.ysten.com:8080/ysten-business/live/SD20-576P-linquan/1.m3u8
界首综合频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_jsxw/index.m3u8
淮北新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTHB_xwzh/index.m3u8
淮北都市频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_huaibeids/index.m3u8
淮北公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_huaibeijy/index.m3u8
淮北教育频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_huaibeixw/index.m3u8
淮南新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThuainan_1/index.m3u8
淮南公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_hnet/index.m3u8
淮南寿县新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_sxxw/index.m3u8
淮南凤台一套,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_ftzhpd/index.m3u8
黄山新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTHS_xwzh/index.m3u8
休宁新闻综合频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/hsxndst/1.m3u8
黄山太平电视台,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_tpdst/1.m3u8
屯溪融媒,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTHS_txrm/index.m3u8
黄山歙县综合频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_shexianzh/index.m3u8
黄山黟县频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_hsyxdst/index.m3u8
六安新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTLA_xwzh/index.m3u8
马鞍山新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTMAS_xwzh/index.m3u8
铜陵新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTTL_xwzh/index.m3u8
铜陵公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_tlshfw/1.m3u8
铜陵科教频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_tlysyl/1.m3u8
铜陵义安电视,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_tlyapd/index.m3u8
芜湖新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTWH_xwzh/index.m3u8
宿州新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTSZ_xwzh/index.m3u8
宿州公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_szggpd/index.m3u8
宿州科教频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_szkjpd/index.m3u8
泗县新闻频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_sxxwpd/1.m3u8
灵璧新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_lbxwzhpd/index.m3u8
灵璧文旅经济,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_lbwljjpd/index.m3u8
砀山新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_dsxwzh/index.m3u8
砀山经济文化,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_dsjjwh/index.m3u8
宣城新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTXC_xwzh/index.m3u8
宣城广德生活频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_gdxw/index.m3u8
宣城绩溪新闻频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_jxxwpd/1.m3u8
宣城公共频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_xcgg/1.m3u8
宣城广德新闻频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_gdsh/index.m3u8
宣城郎溪台,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_lxdst/1.m3u8
安徽旌德综合频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_jdzhpd/index.m3u8
宣城宁国新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_xcngxw/1.m3u8
阜南新闻综合频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD12-576P-fnxwzh/1.m3u8
霍邱-1频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD12-576P-huoqiu/1.m3u8
六安公共频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/ahluanzh/1.m3u8
霍山新闻频道,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTah_lahsxw/1.m3u8
亳州新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTBZ_xwzh/index.m3u8
亳州农村,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_hzncpd/index.m3u8
涡阳新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_bzgy/index.m3u8
芜湖生活,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whshpd/index.m3u8
芜湖公共,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whggpd/index.m3u8
芜湖教育,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whjypd/index.m3u8
湾沚新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whxxwzh/index.m3u8
南陵县新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_nlxwzh/index.m3u8
枞阳电视台,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD12-576P-zystv/1.m3u8
枞阳影视频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD12-576P-zyyspd/1.m3u8
无为新闻综合频道,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whwwxwzh/index.m3u8
繁昌新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whfcxwzh/index.m3u8
繁昌文化娱乐,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_whfcwhyl/index.m3u8
含山新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_mashsxwzh/index.m3u8
合肥新闻,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThfxw/index.m3u8
肥西新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/SD12-576P-fxxwzh/1.m3u8
长丰新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001003/live/program/_ahbyfh-1_/live/ah_cfxwzh/index.m3u8
肥东新闻综合,http://[2409:8087:3002:23::140a]:8112/120000001002/SD12-576P-fdxwzh/index.m3u8
肥东经济生活,http://[2409:8087:3002:23::140a]:8112/120000001002/SD12-576P-fdjjsh/index.m3u8
合肥庐江综合频道,http://[2409:8087:3002:23::140a]:8112/120000001001/wlds:8080/ysten-business/live/ah_ljzhpd/1.m3u8

电视指南,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTdszn/1.m3u8
央视精品,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTysjp/1.m3u8
女性时尚,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTnxss/1.m3u8
兵器时代,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTbqsd/1.m3u8
风云足球,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTfyzq/1.m3u8
高尔夫,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTgolf/1.m3u8
央视台球,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTystq/1.m3u8
世界地理,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTsjdl/1.m3u8
怀旧剧场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMThjjc/1.m3u8
风云剧场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTfyjc/1.m3u8
第一剧场,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTdyjc/1.m3u8
风云音乐,http://[2409:8087:3002:23::140a]:8112/120000001002/XMTfyyy/1.m3u8

黑龙江,#genre#
黑龙江新闻,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226330/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江新闻,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226368/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江都市,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226301/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江都市,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226427/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江影视,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226298/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江影视,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226365/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江文体,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226239/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江文体,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226424/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江少儿,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226304/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江少儿,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226371/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江农业,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226242/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
黑龙江农业,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226492/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
哈尔滨综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226434/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
哈尔滨综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226558/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
哈尔滨影视,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226552/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
哈尔滨生活,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226526/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
齐齐哈尔综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226413/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
齐齐哈尔综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226437/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
齐齐哈尔经济,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226493/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
齐齐哈尔经济,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226555/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
牡丹江综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226422/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
佳木斯综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226451/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
大庆综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226484/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
大庆教育,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226523/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
鸡西综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226410/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
鸡西安全,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226481/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
双鸭山综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226529/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
双鸭山综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226502/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
鹤岗综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226496/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
鹤岗综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226534/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
伊春综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226416/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
大兴安岭综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226499/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3
漠河综合,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226535/index.m3u8?icpid=88888888&RTS=1736916876&from=23&hms_devid=1247&vqe=3

山东,#genre#
山东卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226144/index.m3u8
山东教育,http://39.134.144.6:8089/PLTV/88888888/224/3221226049/index.m3u8
山东齐鲁,http://39.134.144.6:8089/PLTV/88888888/224/3221226045/index.m3u8
山东新闻,http://39.134.144.6:8089/PLTV/88888888/224/3221226077/index.m3u8
山东体育,http://39.134.144.6:8089/PLTV/88888888/224/3221226075/index.m3u8
山东综艺,http://39.134.144.6:8089/PLTV/88888888/224/3221225855/index.m3u8
山东生活,http://39.134.144.6:8089/PLTV/88888888/224/3221225841/index.m3u8
山东文旅,http://39.134.144.6:8089/PLTV/88888888/224/3221225802/index.m3u8
山东农科,http://39.134.144.6:8089/PLTV/88888888/224/3221226018/index.m3u8
山东少儿,http://39.134.144.6:8089/PLTV/88888888/224/3221226195/index.m3u8
济南新闻,http://39.134.144.6:8089/PLTV/88888888/224/3221226215/index.m3u8
济南都市,http://39.134.144.6:8089/PLTV/88888888/224/3221226029/index.m3u8
济南生活,http://39.134.144.6:8089/PLTV/88888888/224/3221225906/index.m3u8
济南影视,http://39.134.144.6:8089/PLTV/88888888/224/3221226067/index.m3u8
济南娱乐,http://39.134.144.6:8089/PLTV/88888888/224/3221225992/index.m3u8
济南商务,http://39.134.144.6:8089/PLTV/88888888/224/3221225862/index.m3u8
济南少儿,http://39.134.144.6:8089/PLTV/88888888/224/3221225979/index.m3u8
济南教育,http://39.134.144.6:8089/PLTV/88888888/224/3221225987/index.m3u8
济南鲁中,http://39.134.144.6:8089/PLTV/88888888/224/3221225910/index.m3u8
济南科教,http://39.134.144.6:8089/PLTV/88888888/224/3221225995/index.m3u8
长清新闻,http://39.134.144.6:8089/PLTV/88888888/224/3221225865/index.m3u8
章丘综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226297/index.m3u8
济阳综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225936/index.m3u8
平阴综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226197/index.m3u8
商河综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226266/index.m3u8潍坊新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000215/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
潍坊都市,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000216/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
潍坊奎文,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001027/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
诸城新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001004/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
昌邑新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001083/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
昌乐新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001033/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
寿光新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001000/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
寿光蔬菜,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001045/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
青州综合,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001042/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
青州文旅,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001057/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
临朐综合,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001085/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
高密新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001089/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
青岛新闻,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000500/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
青岛生活,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000501/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
青岛影视,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000502/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
青岛财经,http://39.135.162.228:6610/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000503/index.m3u8?IASHttpSessionId=RR32220210512000742670276&zte_bandwidth=1000&bandwidth=2540800&ispcode=3&timeformat
