
我的收藏,#genre#
CCTV10,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV10&auth=99887
CCTV10,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV10&auth=99887
CCTV11,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV11&auth=99887
CCTV11,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV11&auth=99887
CCTV11,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV11&auth=99887
CCTV12,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV12&auth=99887
CCTV12,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV12&auth=99887
CCTV12,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV12&auth=99887
CCTV13,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV13&auth=99887
CCTV13,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV13&auth=99887
CCTV13,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV13&auth=99887
CCTV14,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV14&auth=99887
CCTV14,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV14&auth=99887
CCTV14,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV14&auth=99887
CCTV15,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV15&auth=99887
CCTV15,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV15&auth=99887
CCTV15,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV15&auth=99887
CCTV16,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV16&auth=99887
CCTV16,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV16&auth=99887
CCTV16,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV16&auth=99887
CCTV17,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CCTV17&auth=99887
CCTV17,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CCTV17&auth=99887
CCTV17,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CCTV17&auth=99887
CGTN,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN&auth=99887
CGTN记录,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN记录&auth=99887
CGTN记录,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CGTN记录&auth=99887
CGTN记录,http://api.mftv.top/fh/fh.php?t=央视频道&l=2&id=CGTN记录&auth=99887
CGTN英语,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN英语&auth=99887
CGTN英语,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CGTN英语&auth=99887
CGTN西语,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN西语&auth=99887
CGTN西语,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CGTN西语&auth=99887
CGTN法语,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN法语&auth=99887
CGTN法语,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CGTN法语&auth=99887
CGTN阿语,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN阿语&auth=99887
CGTN阿语,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CGTN阿语&auth=99887
CGTN俄语,http://api.mftv.top/fh/fh.php?t=央视频道&l=0&id=CGTN俄语&auth=99887
CGTN俄语,http://api.mftv.top/fh/fh.php?t=央视频道&l=1&id=CGTN俄语&auth=99887
卫视频道,#genre#
北京卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=北京卫视&auth=99887
北京卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=北京卫视&auth=99887
湖南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=湖南卫视&auth=99887
湖南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=湖南卫视&auth=99887
浙江卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=浙江卫视&auth=99887
浙江卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=浙江卫视&auth=99887
江苏卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=江苏卫视&auth=99887
江苏卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=江苏卫视&auth=99887
广东卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=广东卫视&auth=99887
广东卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=广东卫视&auth=99887
东方卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=东方卫视&auth=99887
东方卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=东方卫视&auth=99887
东南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=东南卫视&auth=99887
东南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=东南卫视&auth=99887
辽宁卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=辽宁卫视&auth=99887
辽宁卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=辽宁卫视&auth=99887
深圳卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=深圳卫视&auth=99887
深圳卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=深圳卫视&auth=99887
天津卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=天津卫视&auth=99887
天津卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=天津卫视&auth=99887
安徽卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=安徽卫视&auth=99887
安徽卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=安徽卫视&auth=99887
河北卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=河北卫视&auth=99887
河北卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=河北卫视&auth=99887
重庆卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=重庆卫视&auth=99887
重庆卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=重庆卫视&auth=99887
吉林卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=吉林卫视&auth=99887
吉林卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=吉林卫视&auth=99887
黑龙江卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=黑龙江卫视&auth=99887
黑龙江卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=黑龙江卫视&auth=99887
山东卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=山东卫视&auth=99887
山东卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=山东卫视&auth=99887
海南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=海南卫视&auth=99887
海南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=海南卫视&auth=99887
贵州卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=贵州卫视&auth=99887
贵州卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=贵州卫视&auth=99887
湖北卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=湖北卫视&auth=99887
湖北卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=湖北卫视&auth=99887
河南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=河南卫视&auth=99887
河南卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=河南卫视&auth=99887
广西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=广西卫视&auth=99887
广西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=广西卫视&auth=99887
江西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=江西卫视&auth=99887
江西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=江西卫视&auth=99887
陕西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=陕西卫视&auth=99887
陕西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=陕西卫视&auth=99887
宁夏卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=宁夏卫视&auth=99887
宁夏卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=宁夏卫视&auth=99887
内蒙古卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=内蒙古卫视&auth=99887
内蒙古卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=内蒙古卫视&auth=99887
西藏卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=西藏卫视&auth=99887
四川卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=四川卫视&auth=99887
四川卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=四川卫视&auth=99887
山西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=山西卫视&auth=99887
山西卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=山西卫视&auth=99887
甘肃卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=甘肃卫视&auth=99887
甘肃卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=甘肃卫视&auth=99887
新疆卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=新疆卫视&auth=99887
新疆卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=新疆卫视&auth=99887
青海卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=0&id=青海卫视&auth=99887
青海卫视,http://api.mftv.top/fh/fh.php?t=卫视频道&l=1&id=青海卫视&auth=99887
港澳台_33,#genre#
凤凰中文台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=凤凰中文台&auth=99887
凤凰资讯台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=凤凰资讯台&auth=99887
凤凰香港台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=凤凰香港台&auth=99887
翡翠台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=翡翠台&auth=99887
TVBPlus,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVBPlus&auth=99887
TVB无线新闻台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB无线新闻台&auth=99887
TVB明珠台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB明珠台&auth=99887
TVB生活台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB生活台&auth=99887
TVB星河频道(粤),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB星河频道(粤)&auth=99887
TVB星河频道(国),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB星河频道(国)&auth=99887
星空卫视,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=星空卫视&auth=99887
TVB1,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB1&auth=99887
TVBJ1,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVBJ1&auth=99887
TVBDrama翡翠劇集台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVBDrama翡翠劇集台&auth=99887
TVBPearlDrama明珠劇集台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVBPearlDrama明珠劇集台&auth=99887
TVB娱乐新闻,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB娱乐新闻&auth=99887
TVBE翡翠娛樂台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVBE翡翠娛樂台&auth=99887
TVB千禧经典,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB千禧经典&auth=99887
天映频道(国),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=天映频道(国)&auth=99887
天映频道(粤),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=天映频道(粤)&auth=99887
天映经典,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=天映经典&auth=99887
TVB功夫台(国),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB功夫台(国)&auth=99887
TVB功夫台(粤),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVB功夫台(粤)&auth=99887
美亚电影(国),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=美亚电影(国)&auth=99887
美亚电影(粤),http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=美亚电影(粤)&auth=99887
龙祥电影,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=龙祥电影&auth=99887
中国电影频道,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=中国电影频道&auth=99887
POPC,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=POPC&auth=99887
黃金華劇台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=黃金華劇台&auth=99887
Now新闻台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now新闻台&auth=99887
Now直播台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now直播台&auth=99887
Now财经台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now财经台&auth=99887
Now爆谷台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now爆谷台&auth=99887
Now星影台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now星影台&auth=99887
Now華劇台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now華劇台&auth=99887
Now劇集台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=Now劇集台&auth=99887
NowJelli紫金国际,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=NowJelli紫金国际&auth=99887
HOY76,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=HOY76&auth=99887
HOY77,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=HOY77&auth=99887
HOY78,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=HOY78&auth=99887
ViuTV,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=ViuTV&auth=99887
ViuTV6,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=ViuTV6&auth=99887
RTHK31,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=RTHK31&auth=99887
RTHK32,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=RTHK32&auth=99887
HKC18台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=HKC18台&auth=99887
亚洲剧台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=亚洲剧台&auth=99887
华语剧台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=华语剧台&auth=99887
黄金翡翠台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=黄金翡翠台&auth=99887
MyTV千禧经典台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=MyTV千禧经典台&auth=99887
TVBSuperFree,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=TVBSuperFree&auth=99887
HandsUP,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=HandsUP&auth=99887
戏曲台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=戏曲台&auth=99887
粤语片台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=粤语片台&auth=99887
亚洲综合娱乐台,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=亚洲综合娱乐台&auth=99887
28AI智慧赛马,http://api.mftv.top/fh/fh.php?t=香港频道&l=0&id=28AI智慧赛马&auth=99887
中视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=中视&auth=99887
中视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=中视&auth=99887
中视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=中视&auth=99887
中视新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=中视新闻&auth=99887
中视新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=中视新闻&auth=99887
中视新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=中视新闻&auth=99887
中视新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=中视新闻&auth=99887
中视经典,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=中视经典&auth=99887
公视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=公视&auth=99887
公视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=公视&auth=99887
公视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=公视&auth=99887
公视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=公视&auth=99887
公视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=4&id=公视&auth=99887
小公视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=小公视&auth=99887
公视戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=公视戏剧&auth=99887
公视台语台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=公视台语台&auth=99887
公视新闻网,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=公视新闻网&auth=99887
民视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视&auth=99887
民视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=民视&auth=99887
民视第一台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视第一台&auth=99887
民视第一台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=民视第一台&auth=99887
民视台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视台湾台&auth=99887
民视台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=民视台湾台&auth=99887
民视新闻台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视新闻台&auth=99887
民视影剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视影剧台&auth=99887
民视旅游台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视旅游台&auth=99887
民视综艺台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=民视综艺台&auth=99887
台视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=台视&auth=99887
台视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=台视&auth=99887
台视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=台视&auth=99887
台视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=台视&auth=99887
台视新闻HD,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=台视新闻HD&auth=99887
台视新闻HD,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=台视新闻HD&auth=99887
台视新闻HD,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=台视新闻HD&auth=99887
台视新闻HD,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=台视新闻HD&auth=99887
台视综合,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=台视综合&auth=99887
台视财经,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=台视财经&auth=99887
台视财经,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=台视财经&auth=99887
台湾戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=台湾戏剧&auth=99887
台湾戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=台湾戏剧&auth=99887
华视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=华视&auth=99887
华视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=华视&auth=99887
CTS华视新闻资讯,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=CTS华视新闻资讯&auth=99887
CTS华视新闻资讯,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=CTS华视新闻资讯&auth=99887
霹雳台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=霹雳台湾台&auth=99887
壹新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=壹新闻&auth=99887
壹新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=壹新闻&auth=99887
壹新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=壹新闻&auth=99887
壹电影,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=壹电影&auth=99887
JET综合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=JET综合台&auth=99887
年代新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=年代新闻&auth=99887
年代新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=年代新闻&auth=99887
年代Much,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=年代Much&auth=99887
非凡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=非凡新闻&auth=99887
非凡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=非凡新闻&auth=99887
非凡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=非凡新闻&auth=99887
非凡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=非凡新闻&auth=99887
非凡商业,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=非凡商业&auth=99887
寰宇新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=寰宇新闻&auth=99887
寰宇新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=寰宇新闻&auth=99887
寰宇新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=寰宇新闻&auth=99887
寰宇新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=寰宇新闻&auth=99887
寰宇新闻台湾,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=寰宇新闻台湾&auth=99887
寰宇财经,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=寰宇财经&auth=99887
鏡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=鏡新闻&auth=99887
鏡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=鏡新闻&auth=99887
鏡新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=鏡新闻&auth=99887
东森超视美洲,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东森超视美洲&auth=99887
东森超视美洲,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=东森超视美洲&auth=99887
东森美洲,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东森美洲&auth=99887
东森美洲,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=东森美洲&auth=99887
东森美洲卫视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东森美洲卫视&auth=99887
东森美洲卫视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=东森美洲卫视&auth=99887
东森中国台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东森中国台&auth=99887
东森中国台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=东森中国台&auth=99887
东森超视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东森超视&auth=99887
东森超视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=东森超视&auth=99887
东森幼幼,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东森幼幼&auth=99887
东森幼幼,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=东森幼幼&auth=99887
