    <meta name="viewport" content="width=device-width, initial-scale=0.9">
华视新闻台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=51
TVBS新闻台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=52
三立新闻台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=53
镜电视新闻台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=55
非凡新闻,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=56
民视新闻台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=58
民视第一台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=59
民视台湾台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=60
民视影剧台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=61
民视旅游台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=62
民视综艺台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=63
民视,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=65
台视,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=66
中视,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=67
华视,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=68
公视,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=69
TVBS HD,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=70
TVBS欢乐台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=71
TVBS精彩台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=72
三立综合台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=74
三立台湾台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=75
三立都会台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=76
中天综合台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=77
中天亚洲台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=78
纬来体育台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=79
纬来日本台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=80
纬来育乐台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=81
ELEVEN 1（DAZN 1）,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=82
ELEVEN 2（DAZN 2）,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=83
爱尔达体育1台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=86
爱尔达体育2台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=87
爱尔达体育3台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=88
爱尔达体育4台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=89
大爱一台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=91
大爱二台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=92
MOMO综合台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=94
东森超视,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=95
东森综合台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=96
东森电影台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=97
八大第一台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=98
八大综合台,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=99
好莱坞电影,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=103
HBO HD,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=104
FOX新聞,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=107
CNN新闻,http://103.82.54.40/proxy/cibn/qq群850045467.php?id=108


